Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
116526318036371,Khám sức khỏe & tầm soát ung thư - Bệnh viện đa khoa TTH Vinh,Bệnh viện đa khoa TTH Vinh,620581,3
1507429892822619,BOM Money,BOM Money,368657,7
280124715749325,Sự Thật Về Pháp Luân Công,Sự Thật Về Pháp Luân Công,340336,2
112611731763046,Bệnh Viện Đa Khoa TTH Vinh,Bệnh viện đa khoa TTH Vinh,238068,2
105899765783316,Đơn nguyên Mắt - Bệnh viện đa khoa TTH Vinh,Bệnh viện đa khoa TTH Vinh,201606,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,151320,2
654396084640049,IMM GROUP,IMM Group,98927,5
1313350732055619,WISE - Sáng kiến hỗ trợ Phụ nữ Khởi nghiệp và Kinh doanh,These ads ran without a disclaimer,87397,1
118163025303922,Bệnh Viện Răng Hàm Mặt Sài Gòn,These ads ran without a disclaimer,85272,1
104299615417724,Nhà Hàng Chợ Quê,These ads ran without a disclaimer,83826,1
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,81043,3
1831330046916094,Tuyển Dụng Giáo Viên Hà Nội,Tuyển Dụng Giáo Viên Hà Nội,54591,1
207539926397097,Tuyển Giáo Viên Hà Nội,Tuyển Giáo Viên Hà Nội,51784,1
165600847322369,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,50565,1
875108856165692,Boostore 2hand Đà Nẵng,These ads ran without a disclaimer,49111,1
108627392182895,Hiệu Sách Mới,These ads ran without a disclaimer,43539,4
106864984981716,Tài liệu ôn thi viên chức giáo viên TP. HCM,Tài liệu ôn thi viên chức giáo viên TP. HCM,26811,1
108376414976742,NKN Hà Nội,These ads ran without a disclaimer,23703,1
568583486520189,Cửa Hàng Sữa Hùng Phương Bình Dương,These ads ran without a disclaimer,16247,2
527977187267398,Trung Tâm Ngoại Ngữ Kim Chi Nhơn Trạch,These ads ran without a disclaimer,7970,1
28312410177,World Food Programme,These ads ran without a disclaimer,3531,1
716363081892997,The StoryHouse,These ads ran without a disclaimer,2664,1
114247604036354,Инфограф,These ads ran without a disclaimer,468,1
122064391180645,Asian Development Bank Institute,These ads ran without a disclaimer,175,1
104737951961308,ruuui_li,These ads ran without a disclaimer,≤100,1
102270139151158,Social market economy,These ads ran without a disclaimer,≤100,1
163431977114538,Teleflex,These ads ran without a disclaimer,≤100,1
345840486219924,Energy China,These ads ran without a disclaimer,≤100,1
1558338911091097,Harbour.Space,These ads ran without a disclaimer,≤100,1
130369030334301,KidsRights,These ads ran without a disclaimer,≤100,1
103175548153206,China Huaneng in Cambodia,These ads ran without a disclaimer,≤100,1
164432246934163,Chopard,These ads ran without a disclaimer,≤100,2
427787940590188,Радио Китай,These ads ran without a disclaimer,≤100,1
123546032572,Eppendorf Group,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
327115907736300,Asia Global Institute,These ads ran without a disclaimer,≤100,1
108626965505621,House of HIGH Sports,These ads ran without a disclaimer,≤100,1
72149536933,SKF,These ads ran without a disclaimer,≤100,1
577404882422672,Prudence Foundation,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
