Location name,Amount spent (JPY)
Aichi Prefecture,18376
Akita Prefecture,1923
Aomori Prefecture,1667
Chiba Prefecture,16015
Ehime Prefecture,2684
Fukui Prefecture,2372
Fukuoka Prefecture,41006
Fukushima Prefecture,2921
Gifu Prefecture,4007
Gunma Prefecture,3683
Hiroshima Prefecture,10316
Hokkaido,15531
Hyōgo Prefecture,13599
Ibaraki Prefecture,5776
Ishikawa Prefecture,3030
Iwate Prefecture,2043
Kagawa Prefecture,2141
Kagoshima Prefecture,3412
Kanagawa Prefecture,43315
Kumamoto Prefecture,4741
Kyoto Prefecture,8316
Kōchi Prefecture,1031
Mie Prefecture,3783
Miyagi Prefecture,10472
Miyazaki Prefecture,2156
Nagano Prefecture,4872
Nagasaki Prefecture,3845
Nara Prefecture,3013
Niigata Prefecture,4695
Okayama Prefecture,3791
Okinawa Prefecture,3873
Osaka Prefecture,30199
Saga Prefecture,2751
Saitama Prefecture,15682
Shiga Prefecture,3317
Shimane Prefecture,1324
Shizuoka Prefecture,8234
Tochigi Prefecture,8309
Tokushima Prefecture,1519
Tokyo,77862
Tottori Prefecture,1072
Toyama Prefecture,1926
Unknown,≤100
Wakayama Prefecture,1760
Yamagata Prefecture,2508
Yamaguchi Prefecture,2965
Yamanashi Prefecture,3461
Ōita Prefecture,3257
