Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
1468570519872644,Santiago Peña,PRANA SA,18093230,61
196599783696918,Efrain Alegre,Pedro Efraín Alegre Sasiain,9974170,32
532716330164048,Sole Núñez,Soledad Núñez,7305351,51
266016903502005,Senador Carlos Gómez Zelada,Senador Carlos Gómez Zelada,3747095,3
842985112443215,Ulises Quintana,IMAGEN DE GOBIERNO,3019900,22
1903045496681398,Celeste Diputada,Celeste Josefina Amarilla De Boccia,2623569,15
827201027312903,César LANDY Torres,PRANA SA,2106782,4
862862090459595,Seba Villarejo,Juan Sebastian Villarejo Velilla,1666667,25
325540631525675,En La Tecla,En la Tecla,1619911,11
106257452820864,Tito Saguier,Tito Saguier,1469323,3
100617802815343,Orlando Penner Senador 2023,Orlando Penner Dürksen,1428680,26
102266292553995,Sucia Política,Diego Ricardo Ramírez,1395252,10
1593908204188878,Arq. Carlos López,Juan Roberto Villaverde Emategui,1113044,18
105902187763083,Edgar A. Colmán - Ministro de la Juventud,Edgar Abdón Colmán Miranda,1038961,2
498022813689642,Oscar González Drakeford,IMAGEN DE GOBIERNO,999471,6
103818209055710,José Sánchez,IMAGEN DE GOBIERNO,941900,5
591005821010442,Raúl Latorre,Derlis Becker,899573,2
111353505103100,Santi Mbatara,Somos Paraguay,844156,4
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,751096,3
386081914814521,Martin Burt,Martin 2023,689683,56
406051639796522,Eduardo Zavala,Eduardo Zavala,687435,48
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,672303,9
888301827879665,Aldo Bogarín,Aldo Bogarín,613172,5
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,610246,6
132554373464255,La Nación,Nación Media,578428,9
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,577201,2
106981968505171,Adi Vázquez,Aditardo Vázquez Rojas,543399,11
103114005868340,Rodrigo Rios Coronel,IMAGEN DE GOBIERNO,536350,4
392501567470357,Martín Arévalo,Mario Martin Arevalo Fernandez,534967,1
1310731702357133,GEN,GEN,510751,9
199949073442305,Lilian Samaniego,Adventura,508613,10
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,493918,2
490637354648727,Ing.Juan Carlos Baruja - Gobernador 2018/2023,Juan Carlos Baruja Fernandez,483896,3
102193762632115,Patricia dos Santos,Patricia Dos Santos,458730,11
120061519391875,César Paredes,César Paredes,441526,9
100897992786802,Carolina Ferreira,Carolina Ferreira González,438081,4
118756543324306,Marcelo Rojas,Marcelo Rojas,421961,4
102917519228790,Bruno Defelippe,Bruno Defelippe,410804,38
297881240653321,Diputado Edgar Acosta Alcaraz,Rosa Teresa Duarte Soto,409890,2
100192941401740,Arturo Toñanez Benitez,Arturo Arnaldo Toñanez Benitez,384886,10
943824938962084,Luis Fernando,Luis Carlos Arce,384392,7
574185086050572,Carlos Antonio Portillo Verón,Carlos Antonio Portillo Verón,374758,3
1151984808290856,Hugo Portillo,Hugo Portillo,369166,18
1813746978719204,Diputado Nacional Pastor Soria Melo,Pastoremilio Soria Melo,365326,33
107345678780633,Miguel Sosa Cabañas,Miguel Sosa Cabañas,363912,3
104096115823278,Tomas Bittar Junta de Gobierno 2023-2028,Tomas Enrique Bittar Navarro,363912,2
111701681626785,Dani Fleitas,Katherin Maria Saldivar Espinola,363362,2
1832577620365172,Eusebio Ramón Ayala Senador 2023,Manu Nuñez Franco,363322,7
965982976748127,HUGO MOREL,Hugo Milciades Morel Figueredo,362602,3
105587720883344,Bettina Aguilera,Bettina Rosmary Aguilera Paniagua,362584,6
1094373423935985,German Solinger,Grissel Zárate Sotelo,360750,4
107351575426755,Dani Arce Senador,Victor Daniel Arce Gonzalez,346712,2
610003299351933,Diego Cabral,Diego Emmanuel Cabral Sosa,334749,6
100188219465134,Senador Derlis Osorio,Derlis Ariel Alejandro Osorio Nunes,331202,4
422780051888808,Rogelio Benítez Vargas,DgWorld Consultoría Digital,329521,3
185965839618035,Equipo A,Sofia Guadalupe Gamarra Folgiarini,324810,3
102467002671611,Jorge Heisecke,Jorge Heisecke,310358,4
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,305267,5
1510805942583059,Norma Zarate de Monges,Norma Zarate,300099,4
101937712167874,Sergio Rojas,Juan Bautista Lujan,298279,1
518726648648192,Carlos Arrechea,Carlos Arrechea,296412,3
114556537799812,Victor Hugo Forneron Gobernador,Jorge Sanchez,285990,6
1805309279720550,El Observador Digital,El Observador Digital,284453,7
104595072917349,Gonzalo Carreras,Ezequiel Carreras,275898,7
103984891569844,Fernando Ayala González,CLICNOVO,262529,5
102859249300384,Miguel Ghiringhelli Senador 2023,Liberty Tech,255198,1
102171848430562,Dr. Noguera 2023,Jacinto Rafael Noguera Arzamendia,254742,18
2498041723587745,Colym Soroka,DGWorld,251569,3
613444678793192,Josías Escobar Concejal 2023,Josía Eliezer Escobar Fernandez,248155,1
838018169889993,Fernando Ojeda,Fernando Ojeda,244291,9
299535480464229,Alejandro Rodriguez,Celso Alejandro Rodriguez Colman,242628,3
100778482648263,Cerini 2023,DGWorld Consultoría Digital,241922,1
279495618730067,MANUEL RADICE,Manuel Radice,239375,4
115155161438386,Ruben Chilavert,Ruben Chilavert Rojas,235973,2
105052422297773,Pedrito Gómez,Mario Alberto Velázquez Duarte,231890,1
283413461751968,Federico Enciso,Federico Ricardo Enciso Alfonso,231819,2
114402974588907,Ing. Carlos Sánchez 2023-2028,Victor Hugo Abalos Velozo,226395,1
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,219063,4
103966462488145,Ulises Martínez - Gobernador,Moises Ulises Martinez Benitez,216100,10
171222730424081,Michel Flores Fernández,Michel Patricio Flores Fernandez,209823,1
1098840566826770,Gral. Soto Estigarribia,Jeannette Cuevas,209464,1
101502899475552,Jessica Benitez,Jessica Maria Paola Benitez De Zavala,206147,12
263037407490496,Édgar López Gobernador,Christian Guillermo Vazquez Sanchez,200009,4
105872245439208,Pelusa Senadora,Maria Yolanda Del Rosario Moreno de Ruíz,197535,5
222961017827862,Edgar Olmedo,Edgar Olmedo,193548,2
950433481690833,Jaime Recalde - Concejal Departamental,Jaime Recalde - Concejal Departamental,189732,3
105031404894363,Carlos Mercado Rotela,Daniel Elieser Mariño Suarez,182973,6
1593908204188878,Arq. Carlos López,Fabio Raul Morales Insaurralde,178814,6
109071601870453,Leandro Prieto Ruiz,Leandro Jose Prieto Ruiz,173248,1
108220338670232,Arturo Gossen Valdez,Mehssin Arturo Gossen Valdez,170632,2
