Page ID,Page name,Disclaimer,Amount spent (BBD),Number of ads in Library
525421700832365,Protectors of The Wood Book Series,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,2
1090974694258672,Tropical Realism,These ads ran without a disclaimer,≤100,1
