Location name,Amount spent (ARS)
Buenos Aires,2206080
Catamarca,63776
Chaco,33536
Chubut,42601
Ciudad Autónoma de Buenos Aires,371336
Corrientes,35856
Córdoba,2812890
Entre Rios,142406
Formosa,14044
Jujuy,13573
La Pampa,234883
La Rioja,46946
Mendoza,40421
Misiones,21005
Neuquén,87830
Río Negro,33972
Salta,46793
San Juan,94731
San Luis,72597
Santa Cruz,7481
Santa Fe,319618
Santiago del Estero,10532
Tierra del Fuego,43990
Tucuman,42913
Unknown,114
