Location name,Amount spent (USD)
Alabama,9451
Alaska,2162
American Samoa,≤100
Arizona,17117
Arkansas,7172
California,95114
Colorado,19332
Connecticut,8423
Delaware,3809
Florida,66724
Georgia,22089
Guam,≤100
Hawaii,2987
Idaho,4647
Illinois,36810
Indiana,24003
Iowa,8344
Kansas,6517
Kentucky,10244
Louisiana,13184
Maine,5751
Maryland,16330
Massachusetts,15154
Michigan,26219
Minnesota,17721
Mississippi,6541
Missouri,18885
Montana,6199
Nebraska,3899
Nevada,6832
New Hampshire,5238
New Jersey,26978
New Mexico,4655
New York,84753
North Carolina,22399
North Dakota,2641
Northern Mariana Islands,≤100
Ohio,29414
Oklahoma,9125
Oregon,11121
Pennsylvania,42253
Puerto Rico,≤100
Rhode Island,2300
South Carolina,12976
South Dakota,1634
Tennessee,26617
Texas,108194
Unknown,≤100
Utah,5721
Vermont,1890
Virgin Islands (U.S.),≤100
Virginia,25300
Washington,17167
"Washington, District of Columbia",7132
West Virginia,4755
Wisconsin,13624
Wyoming,1228
