Location name,Amount spent (CHF)
Aargau,308
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,214
Basel-Landschaft,1050
Bern,337
Canton of Geneva,808
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,215
Fribourg,≤100
Graubünden,≤100
Jura,≤100
Luzern,151
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,102
Thurgau,≤100
Ticino,≤100
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,255
Zug,≤100
Zürich,13026
