Location name,Amount spent (ARS)
Buenos Aires,2633003
Catamarca,130582
Chaco,237456
Chubut,178721
Ciudad Autónoma de Buenos Aires,1229362
Corrientes,204678
Córdoba,4060503
Entre Rios,246314
Formosa,104963
Jujuy,70531
La Pampa,47451
La Rioja,63841
Mendoza,720321
Misiones,86939
Neuquén,89365
Río Negro,96736
Salta,112889
San Juan,87985
San Luis,410146
Santa Cruz,63559
Santa Fe,1092969
Santiago del Estero,65744
Tierra del Fuego,49978
Tucuman,229950
Unknown,171
