Location name,Amount spent (CLP)
Antofagasta Region,79402
Araucanía Region,139716
Arica y Parinacota Region,34241
Atacama Region,26624
Aysén Region,14969
Bío Bío Region,312604
Coquimbo Region,87390
Los Lagos Region,94886
Los Ríos Region,50196
Magallanes y la Antártica Chilena Region,21563
Maule Region,121722
O'Higgins Region,96241
Santiago Metropolitan Region,1131384
Tarapacá Region,40761
Unknown,≤100
Valparaíso Region,272762
