Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
102086362955693,Hacemos,Hacemos,3273526,38
364916637463104,Unión por la Patria,Unión por la Patria,1569796,9
1309393872434567,CFK Conducción,CFK Conducción,1158065,12
108401558977853,Hacemos por Nuestro País,Hacemos por Nuestro País,1003537,5
120527421023470,Despierta Chubut,Despierta Chubut,998629,115
174970176018,Horacio Rodríguez Larreta,Juntos por el Cambio,919435,595
1945555449050773,Frente Ciudadano,Frente Ciudadano,896266,9
116053261893854,Axel Kicillof,Unión por la Patria PBA,860071,14
110767322072387,Levantemos Argentina,Levantemos Argentina,674201,35
100615406447198,Una Argentina Distinta,Una Argentina distinta,553905,22
206515872752040,Info-DINE,Secretaría de Medios y Comunicación Pública,529321,54
103107652819753,Juntos Avancemos,Elijo Hacer Santa Fe,424615,30
525334380868858,Martín Lousteau,Juntos por el Cambio - Capital Federal,416017,51
171947460298026,Macarena Posse,San Isidro Juntos,403573,21
57718951374,Jorge Macri,JUNTOS POR EL CAMBIO DISTRITO CAPITAL FEDERAL A. P. - ALIANZA,398759,14
171330806277312,Diego Santilli,Juntos por el Cambio,327480,104
455934264436675,Rogelio Frigerio,Juntos por Entre Ríos,304446,55
688001708286948,Juan Pablo Luque,Juan Pablo Luque,285647,22
513899261972162,Frente de Izquierda FIT,Frente de Izquierda,285361,20
101481752980291,Derecho al Futuro,Derecho al Futuro,254096,6
381739742002021,Leandro Santoro,Unión por la Ciudad,253749,20
169481676449081,Adán Bahl,PJ Entre Ríos,246537,18
20906273675,Greenpeace Argentina,Greenpeace Argentina,240823,5
139780689504552,Frente de Izquierda,Frente de Izquierda,198507,88
1651324754987038,InfoAires,InfoAires,192631,12
174545086044880,Gobierno de Santa Fe,Brote AD S.A.,165335,79
2251397431784810,InfoArgentina,InfoArgentina,160188,9
114158455004055,Arriba Chubut,Arriba Chubut,151242,4
1436040176529904,Noticias de Acá,Noticias de Acá,146894,9
610065179346397,NotiBaires,NotiBaires,145567,7
675523912809682,Tiempo de Provincia,Tiempo de Provincia,139457,8
102191259342345,Pablo Cornet,Juntos Por Va,135979,23
248730858601074,Juan Andreotti,Frente Renovador San Fernando,134207,11
117427451245540,Política Patagónica,Política Patagónica,128042,5
1577260858965529,Taller de inversiones en bolsa,These ads ran without a disclaimer,123333,7
305983009493637,Leonardo Grosso,Leonardo Grosso,121915,8
105692982589443,No te Comas el Verso,No te comas el verso,120777,6
108679841853325,Contame Más,Contame Más,116548,41
605540860101596,Diario Criollo,Diario Criollo,113266,44
1525482941081445,Roxana Reyes,Roxana Reyes,111952,19
563457753861426,Fernando Gray,Asociación Civil Casa de la Comunidad Organizada Esteban Echeverría,111768,4
109104915512477,Argentina tiene con qué,Argentina tiene con qué,109879,3
107631983989726,Argentina Federal,Argentina Federal,107694,36
1470809306572155,Armando Luis Gay,Más para Concordia,107458,39
958750317533178,Manuela Castañeira,Nuevo MAS,106154,11
105735495551632,Nico Marchiolo,Nico Marchiolo,101511,2
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,99635,52
106449905849575,Seguimos Haciendo,PJ Catamarca,95715,30
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,95031,6
537902999681634,Pablo Grasso,Construyamos Juntos,91193,23
90148244993,Patricia Bullrich,Juntos por el Cambio - La Fuerza Del Cambio Lista 132B,90898,6
110276628358382,El Autónomo,El Autónomo,90301,42
233792609964941,Municipio de Esteban Echeverría,Municipio de Esteban Echeverría,87435,7
101594852755793,El Bonaerense,El Bonaerense,86871,26
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,85060,53
105716442346264,Conurnarnia,Conurnarnia,83064,27
1489431047748717,Rolando Demaio,Rolando Demaio,79811,2
111600998225620,Noticias Zero,Noticias Zero,78716,30
110806461830762,El Sol Web,El Sol Web,77688,28
819240928422696,César Treffinger,Cesar Treffinger,77657,50
2321348041462779,Unión por la Patria San Fernando,Unión por la Patria San Fernando,77566,4
102534516011045,La Gloria Noticias,La Gloria Noticias,76410,25
699758330894365,Actualidad Argentina,Actualidad Argentina,75168,24
177564855747582,Hugo Oroño,Hugo Oroño,74400,11
185922194792026,Myriam Bregman,Frente de Izquierda,72032,8
104147274759706,Periodismo de Izquierda,Periodismo de Izquierda,71877,6
1558028877808328,Lucía Varisco,Lucia Varisco,71646,4
378374369659145,Zona Norte Noticias,Zona Norte Noticias,71366,6
112712841820696,Tigre Quiere Más,Tigre Quiere Mas,68379,17
111098971973298,Sebastian Abella Intendente,Sebastian Abella Intendente,68036,11
106560742263098,Noticias El Portal,Noticias El Portal,66883,23
585157608249952,Nicolás Russo,Nicolás Russo,66442,26
172125036134436,ConVocación por San Isidro,ConVocación por San Isidro,65595,8
138406616275954,Marcelo Orrego,Producción y Trabajo,65372,4
573018649750585,Ana Clara Romero,Ana Clara Romero,64647,13
436246103621788,Damián Selci,Unidad Ciudadana Hurlingham - UCH,63977,20
114377985052290,Salta es una Massa,Salta es una Masa,63676,4
116365458186053,Orden y Libertad,Orden y Libertad,63610,5
111669735076988,Hora Cero,Hora Cero Noticias,63276,25
110116998602195,Boletin No-Oficial,Boletín No Oficial,62813,27
110329898759964,Proyecto Austral,Proyecto Austral,62012,10
103088924366000,Noticias d,Noticias d,61053,166
103054299496218,Unión por la Patria Quilmes,Unión por la Patria - Quilmes,60558,11
363825283650115,Vicente López,Vicente López,60071,20
205176889566970,Mauricio Longin D'Alessandro,Mauricio D'Alessandro,59402,4
61279025897,Gerardo Morales,Juntos por el Cambio,58374,21
131381938371647,Corta La Bocha Noticias,Corta La Bocha,58160,21
97489906418,Andrea D'Atri,Frente de Izquierda,57836,4
401817883222600,Walter Queijeiro - Quilmes,Walter Queijeiro - Quilmes,57212,12
369199359904207,Municipalidad de Tres de Febrero,Municipalidad de Tres de Febrero,56572,32
2204807376444040,Pablo Domenichini,Pablo Domenichini,55948,10
622853724492420,Federico Otermín,Unión por la Patria - Lomas de Zamora,53068,30
2021141788107491,Othar Macharashvili,Othar Macharashvili,52399,9
104417732484057,El Independiente Noticias,El Independiente,52327,13
453418821422498,Fernanda Raverta,Encuentro Marplatense,52318,4
342204343563,Lucas Ghi,Nuevo Encuentro por la Democracia y la Equidad,51629,6
112660188463420,Nos ponemos colorados,Nos ponemos colorados,50687,29
946865078672122,Miguel Nanni,Miguel Nanni,50332,3
251534168366821,Oscar Rubinos,Oscar Rubinos,50205,59
1557687961227122,Agustina Ciarletta,Agustina Ciarletta,49441,19
416391221875769,Ruben Manzi,Rubén Manzi,47907,8
115650124898595,La Libertad Avanza en Jujuy,La Libertad Avanza,47588,8
108936422233553,La Libertad Avanza en Santiago del Estero,La Libertad Avanza,47156,8
141472172555994,Sole Martinez,Sole Martinez,47008,5
113395874909201,Punto Noticias,Punto Noticias Web,46697,18
107731275682204,La Libertad Avanza en Chaco,La Libertad Avanza,46154,8
1681866308752050,Daniel Gardonio,Daniel Gardonio,45866,12
113390845115282,La Libertad Avanza en Entre Ríos,La Libertad Avanza,45742,8
253898394637965,Luciana Echevarría,MST Movimiento Socialista de los Trabajadores,45438,14
116505711465756,La Libertad Avanza en Misiones,La Libertad Avanza,45174,8
104905579306513,La Libertad Avanza en Corrientes,La Libertad Avanza,44982,8
119783024456548,La Libertad Avanza en Rosario,La Libertad Avanza,44947,8
103846469204203,La Ola Noticias,La Ola Noticias,44579,17
101592066304184,La Libertad Avanza en Salta,La Libertad Avanza,44497,9
100148663159546,Ciudadanos Unidos 2023,Ciudadanos Unidos 2023,44487,4
119077241220145,La Libertad Avanza en San Juan,La Libertad Avanza,44426,8
104758462655920,La Libertad Avanza en La Rioja,La Libertad Avanza,44397,8
116285401477112,La Libertad Avanza en Buenos Aires,La Libertad Avanza,44311,8
1943570372417559,Santiago Mansilla Figueroa,Santiago Mansilla Figueroa,44214,25
746367662125053,Damian Contreras,Damian Contreras,44118,19
110039918575012,Noticias Express,Noticias Express,44075,19
110568238747610,La Libertad Avanza en La Pampa,La Libertad Avanza,44020,8
103700366109298,La Libertad Avanza en Río Negro,La Libertad Avanza,43952,8
104358815744949,Hurlingham Post,Hurlingham Post,43477,6
175844725888213,Alejandro Bodart,MST Movimiento Socialista de los Trabajadores,43460,8
106483849161370,La Libertad Avanza en Neuquén,La Libertad Avanza,43446,8
104733589113258,La Gaceta Nacional,La Gaceta Nacional,43349,12
116178214845702,La Libertad Avanza en Catamarca,La Libertad Avanza,43083,8
101546996327920,La Libertad Avanza en Chubut,La Libertad Avanza,43058,8
100697336394643,La Libertad Avanza en Mendoza,La Libertad Avanza,42953,8
102797629534330,La Libertad Avanza en Formosa,La Libertad Avanza,42658,8
111257615320262,La Libertad Avanza en La Matanza,La Libertad Avanza,42282,8
102305658071845,Uthgra Córdoba,Uthgra Córdoba,41861,6
105360775914591,La Libertad Avanza en Córdoba,La Libertad Avanza,41846,8
100342966421420,La Libertad Avanza en Mar del Plata,La Libertad Avanza,41599,8
105755555850400,La Libertad Avanza en Pilar,La Libertad Avanza,41277,8
123194144112533,La Libertad Avanza en CABA,La Libertad Avanza,41182,8
546669442064267,Martiniano Molina,Martiniano Molina,40827,12
120578057709956,La Libertad Avanza en La Plata,La Libertad Avanza,40676,8
879165845763321,Política Obrera,Política Obrera,40652,10
154834417870675,Frente Cívico por Santiago,Frente Cívico por Santiago,40616,6
109010905572019,La Libertad Avanza en Tierra del Fuego,La Libertad Avanza,40417,7
628498977777284,El Continental,Periodico El Continental,39584,13
107167869058837,La Libertad Avanza en Tucumán,La Libertad Avanza,39122,8
751971954822852,Jesus Escobar,Libres del Sur,38843,22
296099692189532,Martin Menem,Martin Menem,38834,1
380587129254638,Unión por la Patria Corrientes,Frente de Todos Corrientes,38391,3
587405287971230,Mariano Cascallares,Partido Justicialista Almirante Brown,38365,12
114633994980734,La Libertad Avanza en Santa Fe,La Libertad Avanza,38183,8
763096350471714,Josema Carambia,Josema Carambia,37943,6
811490865528770,Guillermo Viñuales,Guillermo Viñnuales,37896,11
811490865528770,Guillermo Viñuales,Guillermo Viñuales,37426,9
217591921944923,Andrés De Leo,Juntos por el Cambio,37038,10
103740369249125,El Provinciano,El Provinciano,36740,13
427764507322162,Toty Flores,Juntos por la Matanza,36668,4
1670812052974708,Luis Di Giacomo,Luis Di Giacomo,35927,1
103322152538185,La Verdad Noticias,La verdad noticias,35146,10
113898744658728,El Progreso Web,El Progreso,34765,10
1522442044657963,Alfredo Marchioli,These ads ran without a disclaimer,34573,4
406037676834793,Gaceta Bonaerense,Gaceta,34470,6
103605524447042,Fernando Moreira,Equipo Digital,34294,2
1782770091995310,Mariano Castagnaro,Mariano Castagnaro,34138,11
544986472243896,Data Diario,Data Diario,33953,20
102744535962182,Chubut Política,Chubut Política,33523,6
210529709099222,Marcelo Musso,Marcelo Musso,33108,11
1466847683532406,Sebastián Neuspiller,Sebastián Neuspiller,33052,8
103448546000915,LaMassaneta,LaMassaneta,32092,17
1804906596485809,Damián Biss,Damián Biss,31375,6
231169830377923,Gabriel Solano,Frente de Izquierda,30860,8
473851592687665,Gustavo Posse,Gustavo Posse,30442,5
102187456039094,Enterate Ya,Enterate Ya!,30267,10
353492111467605,Julio Garro,Julio Garro,29958,11
1374269026155855,Julián Álvarez,Unión por la patria Lanús,29213,23
808440849306072,Federico Meca,Federico Meca,29016,5
106548558037239,Corte media.,Corte Media,28960,18
706932616082912,Angel Giano,Angel Giano,28732,18
433493816735911,Leo Boto,Leo Boto,28511,8
162975431069266,Lucas Aparicio,Lucas Aparicio,28363,8
528687917254449,Diego Bossio,Diego Bossio,27835,3
105925915008935,Frente Cambia Jujuy,Frente Cambia Jujuy,27768,2
101662834528956,Juan Grabois,Juan Grabois,27740,7
102049972955059,Sergio Acevedo,Sergio Acevedo Santa Cruz,27728,9
642047375905348,Gastón di Castelnuovo,Gaston Di Castelnuovo,27486,14
106809542339751,Juan Pablo Chiesa,Juan Pablo Chiesa,27191,14
316538378371170,Chaco Gobierno de Todos,Chaco Gobierno de Todos,26797,4
306607899838909,Sigamos yendo juntos San Isidro,Sigamos yendo juntos San Isidro,26679,1
924072727651543,Natalia Morales,Frente de Izquierda,25524,3
113440031817559,Unión por las Redes,Comunicación en Redes,25517,2
1984654961769302,Dante Morini,Dante Morini,24464,4
102289782502796,Prensa Digital,Prensa Digital,24245,11
543624772318229,Diego Valenzuela,Diego Valenzuela,24080,9
363808854010163,Ateneo Cristina Conducción - Avellaneda -,Ateneo Avellaneda,23520,13
109475875491287,Mariel Peralta,Mariel Peralta,22822,2
932158520193023,Municipalidad de José C. Paz,Municipio de José Clemente Paz,22683,13
2257336131186551,Noticias HOY,Gaceta Bonaerense,22488,4
184491722081467,Dani Lopez,Dani Lopez,22158,8
1192871090786685,Marcelo Sosa,Marcelo Sosa,22057,5
458384960873948,Alejandro Cacace,Alejandro Cacace,21850,5
