Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
100771226087265,Susie's Tips,Susie's Tips,11366,12
311627208673,WWF UK,WWF UK,6675,66
102639461303190,Fair Pay For All,Fair Pay For All,6647,197
408582579294175,UK government,UK Government,4802,10
7715002593,UNICEF UK,Unicef UK,3500,73
6233536938,War Child UK,War Child UK,3303,20
9250349228,Greenpeace UK,Greenpeace UK,2938,66
713179875369048,London Gov,The Greater London Authority,2926,39
7214031395,Oxfam Great Britain,Oxfam Great Britain,2883,50
10677003998,Shelter,Shelter,2511,347
10499876484,Compassion in World Farming,Compassion in World Farming,2308,106
799576543492660,The Week Junior,The Week Junior,1996,112
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),1931,72
13047522725,Crimestoppers,Crimestoppers,1855,148
348366988862054,Oxfam Campaigns,Oxfam Great Britain,1854,13
104259838288065,Independent Monitoring Authority,Independent Monitoring Authority,1698,12
841894835830532,Electoral Commission UK,Electoral Commission UK,1637,63
8422578815,Soil Association,Soil Association,1435,29
25749647410,The Labour Party,The Labour Party,1301,561
165099760197787,Welsh Government,Welsh Government,1109,330
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,1061,12
514212165305248,Leigh Day,Leigh Day,1044,33
10114144851,NSPCC,NSPCC,1035,13
200786289976224,The Scottish Government,The Scottish Government,939,13
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,910,14
7527864602,WaterAid UK,WaterAid UK,891,43
19895907944,CAFOD,CAFOD,802,60
35671512696,World Animal Protection UK,World Animal Protection UK,801,41
1613092172114946,DWP Digital,Department for Work and Pensions,760,6
121936349543,World Vision UK,World Vision UK,726,47
139695000173,Good Energy,Good Energy,683,29
97116898596,Sightsavers,Sightsavers,669,58
21242962092,ClientEarth,ClientEarth,665,6
103662352102391,Family Debt Help,Ian Keith Parsons,660,8
260012884055691,Metropolitan Police Service,Metropolitan Police Service,648,38
268801635305,Breast Cancer Now,Breast Cancer Now,644,5
112712550420527,Ekō UK,SumOfUs,628,2
54779960819,United Nations,United Nations with Facebook Ad Credits,623,3
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,621,26
158077247591710,Refuge,Refuge,615,8
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",611,11
107310464728068,Britain Remade,BRM Futures Limited,590,34
59367068326,The Ramblers,The Ramblers,580,18
7624294394,Amnesty International UK,Amnesty International UK,562,36
122052607808255,CAGE,CAGE,557,6
185677149392,HM Armed Forces,Ministry of Defence,556,2
1586251881644270,Keir Starmer,The Labour Party,548,166
116625838402686,FareShare,FareShare,534,65
47612991154,Dignity in Dying,Dignity in Dying,526,10
92091819033,Ministry of Defence,Ministry of Defence,524,2
108951391565231,Help to Heat,Huw John Llewellyn,521,14
7043497714,Christian Aid,Christian Aid,512,8
442816382865338,Social Security Scotland,Social Security Scotland,504,7
248887561894779,Home Energy Scotland,Home Energy Scotland,489,8
117476785190,Save the Children UK,Save the Children UK,475,24
177855115588808,The Week UK,The Week UK,459,25
220543443746,International Rescue Committee - UK,International Rescue Committee UK,446,16
192492137520412,HETAS,HETAS,442,1
112712550420527,Ekō UK,Ekō,441,3
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,412,11
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,362,83
9580139707,Battersea,Battersea,361,4
195754307110390,Right To Life UK,Right To Life UK,354,4
263162170381168,The Salvation Army United Kingdom and Ireland Territory,The Salvation Army United Kingdom with the Republic of Ireland,347,5
1660600037490738,Guardian Labs,Guardian Labs,345,19
112482371099301,NUS UK - National Union of Students Campaigns,National Union of Students (United Kingdom),343,16
156483561056782,Magic Breakfast,Magic Breakfast,341,27
101958682650112,ESG UK,Energy Saving Grants,315,62
401847960644025,Extinction Rebellion UK,Extinction Rebellion,308,30
358126247463,Speech and Language UK,Speech and Language UK,307,6
18168505158,The Woodland Trust,Woodland Trust,305,34
264444526901270,Human Aid & Advocacy,Human Aid & Advocacy,303,4
40952091012,Asthma + Lung UK,Asthma + Lung UK,301,2
274651352565844,Oltco Ltd,Oltco Ltd,299,117
241312696375349,National Education Union,National Education Union,283,4
