Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
7214031395,Oxfam Great Britain,Oxfam Great Britain,5207,61
311627208673,WWF UK,WWF UK,5111,51
102639461303190,Fair Pay For All,Fair Pay For All,3829,116
7715002593,UNICEF UK,Unicef UK,3064,30
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),2988,25
35671512696,World Animal Protection UK,World Animal Protection UK,2819,104
799576543492660,The Week Junior,The Week Junior,2737,79
321116781287149,e.on,E.ON UK,2433,13
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,2231,37
9250349228,Greenpeace UK,Greenpeace UK,2217,17
186622728032,RSPB,RSPB,2095,123
158077247591710,Refuge,Refuge,2078,135
10677003998,Shelter,Shelter,1496,185
7043497714,Christian Aid,Christian Aid,1448,33
121936349543,World Vision UK,World Vision UK,1231,56
407834355957354,NatWest Business,NatWest Group plc,1225,12
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,1187,31
97708339756,Action for Children,Action for Children,969,17
117476785190,Save the Children UK,Save the Children UK,885,51
7527864602,WaterAid UK,WaterAid UK,866,41
116625838402686,FareShare,FareShare,859,106
268801635305,Breast Cancer Now,Breast Cancer Now,812,10
353224381469808,ifaw,IFAW,675,33
208573062515662,Freedom from Torture,Freedom from Torture,675,9
13047522725,Crimestoppers,Crimestoppers,663,53
167898406587045,Holiday Extras,Holiday Extras,652,5
101958682650112,ESG UK,Energy Saving Grants,630,65
212038972186253,Transport for London,Transport for London,625,4
59367068326,The Ramblers,The Ramblers,590,8
104255571968810,Save My Vape,Save My Vape,585,46
220543443746,International Rescue Committee - UK,International Rescue Committee UK,583,28
139695000173,Good Energy UK,Good Energy,553,177
1382543595173440,Humane Society International - UK,Humane Society International - UK,525,3
550751965021284,Success Resources,These ads ran without a disclaimer,498,5
177855115588808,The Week UK,The Week UK,448,26
175338329150218,Help For Heroes,Help for Heroes,444,21
6233536938,War Child UK,War Child UK,436,3
21242962092,ClientEarth,ClientEarth,386,14
249209468838241,Good Law Project,Good Law Project,356,73
195754307110390,Right To Life UK,Right To Life UK,338,24
529056943947948,Home Office,Home Office,318,4
18044497940,Plan International UK,Plan International UK,312,12
109602554296513,Your Funded Energy Solution,Your Funded Energy Solution,309,26
274651352565844,Oltco Ltd,Oltco Ltd,301,127
145720895488822,Back Up,Back-Up Trust,299,15
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,270,25
53108467689,National Lottery Good Causes,The National Lottery,262,2
220513170893,Ripple Effect,Send a Cow,252,10
