Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
177072498997234,NSW Electoral Commission,NSW Electoral Commission,8913,74
44701328033,NSW Liberal Party,"Liberal Party of Australia, NSW Division",3590,49
532962446729390,Australian Families,Department of Social Services,3575,49
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,3353,129
105228161893855,Climate 200,Climate 200,2698,86
213476079972,Essential Workers Deserve Better,Mark Morey,2610,31
76212817063,CARE Australia,CARE Australia,2512,32
156271657717715,Nature NSW,Nature Conservation Council of NSW,2460,60
108287892602643,CFMEU - Construction & General,CFMEU - Construction & General,1915,4
350996037887,Beyond Zero Emissions,Beyond Zero Emissions,1910,60
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,1635,13
192946087555045,Insurance Council of Australia,Insurance Council Australia,1602,2
107322365607487,SA Pulse Check,South Australian Opposition Leader,1591,20
101589645013040,Thrive by Five,Thrive By Five,1580,18
119246428679,NSW Labor,NSW Labor,1549,93
308746806571901,Advance Australia,Advance Australia,1444,75
494820897261439,Bank Australia,Bank Australia,1409,45
10113538711,WWF-Australia,WWF-Australia,1396,6
1776727752614025,Glencore,Glencore Australia,1242,8
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1192,1
24495551981,The Greens NSW,The Greens NSW,1189,28
682268945137255,Chris Minns,Chris Minns MP,1092,12
447447719391089,Health Care Providers Association,Health Care Providers Association,1076,8
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,994,12
234642499897373,Fire Brigade Employees' Union (FBEU),Fire Brigade Employees Union,993,6
280130718768016,Public Service Association of NSW,Public Service Association of NSW,953,32
105931422364976,Jacqui Scruby,Jacqui Scruby,948,32
205327792883589,Stuart Robert MP,Stuart Robert MP,913,6
89794331215,Oxfam,Oxfam Australia,910,76
275866669090583,South Australian Liberal Party,South Australian Liberals,894,4
92824008332,Plan International Australia,Plan International Australia,890,19
8422338499,The Wilderness Society,The Wilderness Society,880,122
182564410468,Australia for UNHCR,Australia for UNHCR,770,169
492074414587353,Judith Hannan - Independent for Wollondilly & The Southern Highlands,Judith Hannan,759,33
106572145637277,Helen Conway for North Shore,Helen Conway,694,8
1534982756793690,Foodvisor,These ads ran without a disclaimer,641,5
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,634,38
101013236196328,Victoria Davidson for Lane Cove,Victoria Davidson,627,17
328641501156991,United Workers Union,United Workers Union,615,2
49453745631,Amnesty International Australia,Amnesty International Australia,606,6
68280472472,Queensland Conservation Council,Queensland Conservation Council,538,9
13561467463,Liberal Party of Australia,Liberal Party of Australia,524,11
1407148622837316,Empowered Communities,Empowered Communities,495,17
403322097148287,Investments for ordinary people,These ads ran without a disclaimer,472,8
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),450,15
172094012830551,Australian Paralympic Team,Paralympics Australia,435,14
200713396630043,Big Steps Campaign,United Workers Union,427,17
101934832754638,Joeline Hackman,Joeline Pty Ltd,426,5
362805317148988,Keith Pitt,Keith Pitt,422,3
105348385388237,Senator Babet,Ralph E D Babet,421,5
345960425540557,The Climate Council,The Climate Council,417,3
453750595056,Cancer Council NSW,Cancer Council NSW,413,59
708298282615442,Ted O'Brien MP - Federal Member for Fairfax,Ted O'Brien MP,402,7
149648047339,Save the Children Australia,Save the Children Australia,396,23
125812604095801,Invasive Species Council,Invasive Species Council,393,67
10852627380,World Animal Protection Australia,World Animal Protection Australia,360,10
231341250224498,Australian Ethical Investment,Australian Ethical Investment,358,13
108695110952294,Greens MPs,Greens MPs,352,12
111810787803576,Emergency Action Alliance,Emergency Action Alliance Limited,350,14
44295826958,Australian Marine Conservation Society,Australian Marine Conservation Society,326,1
145347352187764,UN Women Australia,UN Women Australia,321,5
105193414903922,Australian Values,Department of Home Affairs,312,5
845410525497100,Launch Housing,Launch Housing,311,72
110456094190032,Changing Aged Care,HSU National,302,12
54879226285,Teach For Australia,Teach For Australia,302,24
694832627392516,Prime Super,Prime Super,266,151
879712192044319,Animal Justice Party NSW,Animal Justice Party NSW,266,26
801533023293160,Binary,Gender Awareness Australia,263,30
159487260807787,Tindo Solar,Tindo Solar,252,2
272757739102,Engineers Australia,Engineers Australia,244,15
157481181070130,Indigenous Employment Australia,Access,220,116
107611885491813,Russell Fitzpatrick - Liberal Candidate for Bega,"Liberal Party of Australia, NSW Division",218,3
157812980921536,Environmental Defenders Office,Environmental Defenders Office,214,35
129209787133659,NSW Nurses and Midwives' Association,NSW Nurses and Midwives' Association,213,22
397230473694314,Queensland Labor,Queensland Labor,209,12
710266392358023,Future Super,Future Super,206,5
206540052690401,Jean Hailes for Women's Health,Jean Hailes for Women's Health,201,19
105084998845350,BPH Energy,BPH ENERGY LTD,193,61
105030398377778,Renew CQ - Australian Conservation Foundation,Australian Conservation Foundation,192,1
504855933190931,Time for Change - Change Aged Care,United Workers Union,192,46
495942030479550,Electoral Commission of South Australia,ECSA,187,1
262934517220161,Public Education Party,Public Education Party,186,1
258220404194089,The McKell Institute,The McKell Institute,185,1
2383045228374491,CPAC Australia,Conservative Political Action Network Ltd,181,19
180602885468074,Northern Land Council,Northern Land Council,178,2
148322645565800,Andrew Wallace - LNP Federal Member for Fisher,Andrew Wallace MP,177,5
1606513883009154,Kerrynne Liddle - Liberal Senator for SA,Kerrynne Liddle - Liberal Senator for SA,177,6
11775531229,The Chaser,The Chaser,176,4
104419985146228,Ekō Australia,SumOfUs Australia,173,1
101915752794492,Julia Little - Labor for Drummoyne,Julia Little - Labor for Drummoyne,171,29
1414406035466037,Jeremy Rockliff,Jeremy Rockliff,167,2
102311152687373,Michael Pilbrow - Labor for Goulburn,Michael Pilbrow - Labor for Goulburn,166,6
519600288380581,METRONET,METRONET,158,96
102735262506370,Amanda Findley for South Coast,The Greens NSW,157,27
108132532190868,Ciara Denham - Greens for Tweed,The Greens NSW,157,17
655173787829512,National Zakat Foundation Australia,NATIONAL ZAKAT FOUNDATION INCORPORATED,157,180
67258704085,"The University of Newcastle, Australia","The University of Newcastle, Australia",157,6
108988681832210,Karen Freyer,Karen Freyer for Vaucluse,155,6
100356216050100,Family First Party Australia,Family First Party Australia Ltd,154,6
22936848857,Institute of Public Affairs,Institute of Public Affairs,153,4
511733382217797,Central Coast Greens,The Greens NSW,152,32
1718340018404039,SBS On Demand,These ads ran without a disclaimer,145,1
115906901777839,Stuart Ayres,"Liberal Party of Australia, NSW Division",145,4
134712696593275,Dan Andrews,Daniel Andrews MP,145,2
1501550403427903,Senator Anthony Chisholm,Senator Anthony Chisholm,145,6
1300759363397798,Terry Young MP,Terry Young MP,143,4
409073242479531,Mornington Peninsula Shire,Mornington Peninsula Shire,142,5
211018298919743,Environmental Justice Australia,Environmental Justice Australia,141,10
1391345791086871,Jason Yat-sen Li MP,JASON YAT-SEN LI,140,80
214469265345571,Coffs Harbour Greens,The Greens NSW,138,10
104180525925926,Fair Australia,Advance Australia,135,2
206887666516310,Jordan Lane - For Ryde,"Liberal Party of Australia, NSW Division",135,3
200819325600,ActionAid Australia,ActionAid Australia,134,16
316480331783930,Australian Unions,Australian Unions,133,8
102432805837895,Ethan Hrnjak for Wakehurst,The Greens NSW,132,9
464998863536680,Bill Shorten,Bill Shorten,129,18
103217184488035,Kobi Shetty - Greens candidate for Balmain,The Greens NSW,126,9
186985648081724,Mark Butler MP,Mark Butler MP,122,2
268606619928735,Voice of the Martyrs Australia,Voice of the Martyrs Australia,121,2
142560349088496,David Shoebridge,Senator David Shoebridge,119,3
106680295615142,Mohit Kumar - Liberal Candidate for Riverstone,"Liberal Party of Australia, NSW Division",118,3
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,115,7
126027405986739,Keith Wolahan MP,"Keith Wolahan MP, Member for Menzies",113,1
173168582700205,SBS中文,SBS Mandarin中文普通话,113,11
148286845351826,Women's Forum Australia,Women's Forum Australia,113,17
192720571652271,Refinery29 Australia,Pedestrian Group,112,1
2035354493371654,Craig Elliot - Labor for Tweed,Craig Phillip Elliot,110,2
276061352415442,The Australian Institute of Architects,The Australian Institute of Architects,110,6
280996218747910,Tim Richardson,Tim Richardson,109,8
159082219490,Australian Youth Climate Coalition,Australian Youth Climate Coalition,109,1
1483396328456198,Acciona.Australia,ACCIONA Australia,107,4
121201504755819,Animal Justice Party AJP Victoria,Animal Justice Party,103,27
655944151127130,SBS Cantonese 廣東話節目,Special Broadcasting Service,103,20
191570179167,Catherine Hamlin Fistula Foundation,Catherine Hamlin Fistula Foundation,≤100,9
141987795846694,Business SA,Business SA,≤100,3
555628917805267,Janelle Saffin - Member for Lismore,NSW Labor,≤100,2
476400975832131,Mark Robinson MP,Mark Robinson MP,≤100,1
352953834815624,Jason Wood MP,Jason Wood MP,≤100,2
948595148496917,Andrew Hastie,Andrew Hastie,≤100,2
117058357932949,Constitutional Equality,Constitutional Equality,≤100,25
113189828261610,Therese Fedeli - Liberal Candidate for Leppington,"Liberal Party of Australia, NSW Division",≤100,2
124831200924508,Queensland Positive People - QPP,Queensland Positive People,≤100,6
2202229243381304,The Vocal Minority,The Vocal Minority,≤100,3
130945483595803,Real Estate Institute of New South Wales [REINSW],Real Estate Institute of New South Wales [REINSW],≤100,2
102453932266472,Aaron Violi MP,Aaron Violi MP,≤100,10
241084866088631,Adam Guise – Greens for Lismore,The Greens NSW,≤100,2
136441724510,Humane Society International Australia,Humane Society International Australia,≤100,35
174666115898903,Jerome Laxale MP,Jerome Laxale,≤100,7
117378787941514,Leslie Tungatalum- CLP Candidate for Arafura,Country Liberal Party,≤100,1
1660905180833979,Parliament of Victoria,Parliament of Victoria,≤100,2
329777267205680,ACT Government,ACT Government,≤100,3
482081005648951,Ethan Hrnjak for Wakehurst,The Greens NSW,≤100,11
104766497639403,Mark Turner - Member for Blain,Mark Paul Michael Turner,≤100,2
361491373921077,Solar Citizens,100% Renewable Community Campaign Public Fund,≤100,17
100492139310916,Australian Assange Campaign,Australian Assange Campaign,≤100,3
1500584423527469,Maurice Blackburn Lawyers,Maurice Blackburn Lawyers,≤100,1
373523642668552,Energy - Queensland,Department of Energy and Public Works,≤100,2
108978511585076,Rafaela Pandolfini Greens,The Greens NSW,≤100,8
101929529433523,Dominic King - Greens for Oxley,The Greens NSW,≤100,8
209356172528167,Lateral Event Management,Lateral Events,≤100,17
172774889455415,Catholic Mission,Catholic Mission,≤100,2
105291988004593,Michael Stephens for Watson,Michael Stephens for Watson,≤100,1
110608205291368,Wild.Allies,These ads ran without a disclaimer,≤100,2
116808503559332,Kim Giddens MLA,Kim Giddens MLA,≤100,2
779494495436671,FOUR PAWS,These ads ran without a disclaimer,≤100,3
110735624830301,Tim James MP,"Liberal Party of Australia, NSW Division",≤100,2
536780606335962,Michelle Landry,Michelle Landry,≤100,3
