Page ID,Page name,Disclaimer,Amount spent (THB),Number of ads in Library
1105604039583762,Line One สว.นท. ขอเชิญส่งประวัติ ส่วนตัว องค์กร เพื่อเข้ารับรางวัลประจำปี,Line One สว.นท. ขอเชิญส่งประวัติ ส่วนตัว องค์กร เพื่อเข้ารับรางวัลประจำปี,2188,3
345127652279503,มูลนิธิสากลเพื่อคนพิการ,มูลนิธิสากลเพื่อคนพิการ,2171,6
110325275488,efinanceThai,efinanceThai,1380,3
115496146572483,เขารูปช้างพลังใหม่,เขารูปช้างพลังใหม่,1376,4
33391900957,Positioning Magazine Online,These ads ran without a disclaimer,936,1
546416699215073,ห้องสื่อครูคอม,ห้องสื่อครูคอม,902,1
105125715202609,ส.ส.ไผ่ ลิกค์,ส.ส.ไผ่ ลิกค์,790,2
115717578221852,บริษัท-เหล้าสังเวียน,These ads ran without a disclaimer,770,1
108480414745082,Spotlight,Spotlight,749,1
105992549162758,ข่าวชีวิตติดกระแส,บริษัท เดนิส แอดส์ จำกัด,722,5
106664485191987,EDGE Invest,EDGE Invest,584,1
100304062235089,ภูพานเฮ สวนต้นแบบสกลนคร  ดร.กฤษดา,These ads ran without a disclaimer,569,1
282963318728517,Abbott Nutrition Care,These ads ran without a disclaimer,543,1
372491272866498,Otpthailand,Otpthailand,509,4
104594294347079,ข้อสอบครู,These ads ran without a disclaimer,506,1
188107458258082,Mono News - ข่าวโมโน,Mono News - ข่าวโมโน,500,1
115922723434700,ครูเจพีสรุปย่อ for Teacher,ครูเจพีสรุปย่อ for Teacher,500,4
479051032192766,คดีเกี่ยวกับที่ดินสุสานพระราชทานของตระกูลณ ระนอง,These ads ran without a disclaimer,415,4
108036368512204,สวนภูพานเฮ ดร.กฤษ - สกลนคร,These ads ran without a disclaimer,376,1
