Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,6473942
Apure,969737
Aragua,5135921
Barinas,4612100
Bolívar (state),2729079
Capital District,17082878
Carabobo,15809320
Cojedes,752368
Delta Amacuro,≤100
Falcón,2169473
Guárico,992106
Lara,10193544
Miranda (state),5214599
Monagas,4106708
Mérida,6349728
Nueva Esparta,3331971
Portuguesa,2379342
Sucre,939475
Trujillo,1211974
Táchira,10209067
Unknown,182369
Vargas,1196975
Yaracuy,1779604
Zulia,17342747
