Location name,Amount spent (EUR)
Central Finland,1100
Central Ostrobothnia,255
Etelä-Savo,471
Kainuu,217
Kymenlaakso,533
Lapland (Finland),552
North Karelia,527
Northern Ostrobothnia,1378
Ostrobothnia (region),802
Pirkanmaa,1747
Pohjois-Savo,880
Päijät-Häme,875
Satakunta,622
South Karelia,402
Southern Ostrobothnia,674
Southwest Finland,1616
Tavastia Proper,692
Unknown,≤100
Uusimaa,8600
Åland Islands,≤100
