Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
10677003998,Shelter,Shelter,12220,361
220543443746,International Rescue Committee - UK,International Rescue Committee UK,10023,148
311627208673,WWF UK,WWF UK,9705,67
7715002593,UNICEF UK,Unicef UK,6967,14
97708339756,Action for Children,Action for Children,6042,67
9250349228,Greenpeace UK,Greenpeace UK,4786,23
408582579294175,UK government,UK Government,4741,32
102639461303190,Fair Pay For All,Fair Pay For All,4417,98
37981137361,The Children's Society,The Children's Society,3158,78
7624294394,Amnesty International UK,Amnesty International UK,2643,71
158077247591710,Refuge,Refuge,2343,49
21242962092,ClientEarth,ClientEarth,2177,66
514212165305248,Leigh Day,Leigh Day,2122,39
799576543492660,The Week Junior,The Week Junior,2043,64
208573062515662,Freedom from Torture,Freedom from Torture,1786,97
26698813123,British Red Cross,British Red Cross,1513,51
7527864602,WaterAid UK,WaterAid UK,1417,56
105135382234851,Warm This Winter,Warm This Winter,1415,35
1645963095654688,Healthier Scotland,The Scottish Government,1395,17
35671512696,World Animal Protection UK,World Animal Protection UK,1278,41
166335402260,Scottish Water,Scottish Water,1248,17
30349161852,Eden Project,Eden Project,1173,14
121936349543,World Vision UK,World Vision UK,1153,27
13047522725,Crimestoppers,Crimestoppers,1144,110
117476785190,Save the Children UK,Save the Children UK,1094,8
348366988862054,Oxfam Campaigns,Oxfam Great Britain,1062,1
7715002593,UNICEF UK,UNICEF UK with Facebook Ad Credits,1000,6
353224381469808,ifaw,IFAW,964,25
165099760197787,Welsh Government,Welsh Government,942,199
101558386889,Shelter Scotland,Shelter Scotland,908,86
103662352102391,Family Debt Help,Ian Keith Parsons,861,11
117509421272,St Mungo's,St Mungo's,845,29
1613092172114946,DWP Digital,Department for Work and Pensions,820,4
198081311536,"Natural History Museum, London",The Trustees of the Natural History Museum,815,22
39605200520,ActionAid UK,ActionAid UK,814,36
268801635305,Breast Cancer Now,Breast Cancer Now,791,6
18044497940,Plan International UK,Plan International UK,763,92
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,753,21
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),720,43
