Location name,Amount spent (TWD)
Changhua,10459
Chiayi,2746
Hsinchu,5530
Hsinchu City,8153
Hualien,6436
Kaohsiung,43479
Keelung City,6918
Kinmen,649
Lienchiang,≤100
Miaoli,7890
Nantou,4208
New Taipei City,58123
Penghu,877
Pingtung,7582
Taichung,40646
Tainan,23892
Taipei,49452
Taitung,2403
Taoyuan City,35807
Unknown,8185
Yilan,3761
Yunlin,5955
