Location name,Amount spent (CHF)
Aargau,472
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,400
Basel-Landschaft,152
Bern,786
Canton of Geneva,924
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,361
Fribourg,305
Graubünden,157
Jura,≤100
Luzern,973
Neuchâtel,187
Schaffhausen,114
Schwyz,≤100
Solothurn,176
Thurgau,326
Ticino,136
Unknown,≤100
Uri,≤100
Valais,286
Vaud,735
Zug,≤100
Zürich,1695
