Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
433021940073910,WWF-Việt Nam,WWF-Việt Nam,1769461,7
235325199847442,UEH - ISB,These ads ran without a disclaimer,1606015,2
102597075689562,Đỗ Mạnh Vượng,These ads ran without a disclaimer,128143,1
1452232881531908,UNICEF East Asia & Pacific,These ads ran without a disclaimer,48447,4
101865258169428,ĐEN Secondhand,ĐEN Secondhand,39218,2
131088897565627,Poggenpohl Vietnam,These ads ran without a disclaimer,28237,1
103276409178292,Sách Tổng Hợp Y Dược,These ads ran without a disclaimer,16184,1
105788461306841,Bình Book,These ads ran without a disclaimer,12869,1
106643265312711,GeneStory,These ads ran without a disclaimer,1189,2
103117899285946,M-read-11,These ads ran without a disclaimer,≤100,1
204862942932993,Nikkei Asia,These ads ran without a disclaimer,≤100,1
100250911876042,Live Long Nature Travel,These ads ran without a disclaimer,≤100,1
211278712925199,Amnesty International,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
104038772382208,F-vpn-s3,These ads ran without a disclaimer,≤100,1
405199520209766,The Belt and Road News Network,These ads ran without a disclaimer,≤100,1
