Location name,Amount spent (CAD)
Alberta,14385
British Columbia,12315
Manitoba,4250
New Brunswick,1578
Newfoundland and Labrador,1014
Northwest Territories,160
Nova Scotia,1753
Nunavut,109
Ontario,27559
Prince Edward Island,1478
Quebec,27529
Saskatchewan,3210
Unknown,≤100
Yukon,117
