Location name,Amount spent (CHF)
Aargau,220
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,119
Basel-Landschaft,≤100
Bern,452
Canton of Geneva,1288
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,401
Fribourg,167
Graubünden,≤100
Jura,≤100
Luzern,214
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,124
Solothurn,≤100
Thurgau,116
Ticino,244
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,237
Zug,≤100
Zürich,313
