Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,547903
Apure,250000
Aragua,678731
Barinas,345006
Bolívar (state),545278
Capital District,1380651
Carabobo,13122790
Cojedes,250000
Delta Amacuro,≤100
Falcón,321004
Guárico,275005
Lara,605638
Miranda (state),472412
Monagas,185627
Mérida,500000
Nueva Esparta,145002
Portuguesa,350348
Sucre,250000
Trujillo,375755
Táchira,725012
Unknown,≤100
Vargas,142502
Yaracuy,277507
Zulia,1495205
