Location name,Amount spent (USD)
Alabama,15332
Alaska,3086
American Samoa,≤100
Arizona,28690
Arkansas,9600
California,136615
Colorado,25358
Connecticut,9850
Delaware,3421
Florida,76073
Georgia,35437
Guam,≤100
Hawaii,4510
Idaho,5984
Illinois,41535
Indiana,21684
Iowa,19637
Kansas,10423
Kentucky,17778
Louisiana,21679
Maine,5824
Maryland,22285
Massachusetts,20923
Michigan,38221
Minnesota,14782
Mississippi,21531
Missouri,19991
Montana,4989
Nebraska,7018
Nevada,13578
New Hampshire,8325
New Jersey,32903
New Mexico,6802
New York,67375
North Carolina,36514
North Dakota,2577
Northern Mariana Islands,≤100
Ohio,117999
Oklahoma,14158
Oregon,13558
Pennsylvania,53431
Puerto Rico,≤100
Rhode Island,4005
South Carolina,20120
South Dakota,2106
Tennessee,33032
Texas,99074
Unknown,140
Utah,10045
Vermont,1755
Virgin Islands (U.S.),≤100
Virginia,35327
Washington,24166
"Washington, District of Columbia",7314
West Virginia,7837
Wisconsin,19398
Wyoming,1670
