Location name,Amount spent (ISK)
Capital Region,33871
Eastern Region,1190
Northeastern Region,2508
Northwestern Region,411
Southern Peninsula,2935
Southern Region,3081
Unknown,≤100
Western Region,1268
Westfjords,552
