Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
106137971228874,Rákay Philip,Megafon,6367742,2
109217671008015,A kopasz oszt,Megafon,3308221,2
120370174702378,Magyarország Kormánya,Magyarország Kormánya,1067927,3
109637397268775,Nyugati Pályán,Splendidea Communications Kft,548229,22
224274995688487,Bohár Dániel - Riporter,Megafon,512089,4
294998357524107,Deák Dániel,Megafon,472024,4
128596180810227,Stefi Déri,Megafon,455998,4
102414628645144,Korondy Tamás,Megafon,453272,4
781030738624077,Gyöngyösi Márton,Gyöngyösi Márton,115721,5
543788999005363,ORIGO,Mediaworks Hungary Zrt.,100716,16
438674070213065,Magyar Állampapír,Magyar Állampapír,86640,7
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,83334,13
126539424061030,Háttér Társaság,Háttér Társaság,59218,6
122553474422895,Vodafone Magyarország Alapítvány,Vodafone Magyarország Alapítvány,56058,1
108346693873484,Győrffy Balázs,Balazs Gyorffy,55435,3
191461774219575,hirado.hu,hirado.hu,54745,8
248172631940,Mandiner,Mediaworks Hungary Zrt.,45221,9
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,44696,14
123910440019,Renew Europe,Renew Europe Group,44544,4
178362315106,European Parliament,European Parliament,40561,6
594088897289853,Alapjogokért Központ,Alapjogokért Központ,36469,15
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,33811,6
294815374340858,Donáth Anna,Donáth Anna - Momentum,32831,3
105129068891221,Frisshirek.hu,Genesis Médiacsoport Kft.,32651,16
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,31461,10
110435704162069,V. gr. Molnár-Gazsó János,Vitezi Rend,28937,1
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,24635,4
100299381703981,Ps TV,PestiSrácok.hu,23853,3
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,23562,11
152408681635243,Hírklikk.hu,Hírklikk.hu,22743,3
142116653162328,Márki-Zay Péter,Márki-Zay Péter,22096,10
1487569941539650,Tanítanék,Humán Platform,20201,1
447204268797621,RTL.hu,RTL.HU,20126,9
196431174341272,József Felföldi,József Felföldi,19825,2
103874348723105,Megoldás Mozgalom,Megoldás Mozgalom,19558,4
136873753073862,Nőkért Egyesület,Antoni Rita Judit,18134,2
131283758531,HVG,HVG Kiadó ZRt.,16451,14
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,14415,8
109844717848217,Klímapolitikai Intézet,Klímapolitikai Intézet,13861,1
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",13720,2
108395900927334,Kovács István,Kovács István Megafon,13055,6
135049793193159,IH Rendezvényközpont,Green Team Event & Marketing Kft.,12835,11
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,12782,1
113684438795574,Párbeszéd Magyarországért,Párbeszéd Magyarországért,12561,6
103607814480517,Kovács Alex Gábor,Kovács Alex Gábor,12140,6
101870191289046,Tiéd a Belváros,Kovács Alex Gábor,11883,4
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,11709,3
527351247377965,European Committee of the Regions,European Committee of the Regions,11345,12
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,10692,35
108248022589754,Bosch Magyarország,Bosch Magyarország,10309,7
851784814892644,Simicskó István,KDNP frakció,10184,1
111861546845910,Fidesz I. kerület,Fidesz,10049,4
982282755308700,BNG,Böszörményi-Nagy Gergely,9386,4
244669668913278,Ökopolisz Alapítvány,Ökopolisz Alapítvány,9144,4
