Location name,Amount spent (VND)
An Giang Province,7803
Bà Rịa–Vũng Tàu Province,11356
Bình Dương Province,13022
Bình Phước Province,6842
Bình Thuận Province,6736
Bình Định Province,8096
Bạc Liêu Province,2903
Bắc Giang Province,41831
Bắc Kạn Province,2757
Bắc Ninh Province,36186
Bến Tre Province,5182
Cao Bằng Province,125898
Cà Mau Province,3062
Cần Thơ,6653
Da Nang,13646
Gia Lai Province,6449
Haiphong,23542
Ho Chi Minh City,129287
Hà Giang Province,2725
Hà Nam Province,6133
Hà Tĩnh Province,7587
Hòa Bình Province,6316
Hưng Yên Province,9572
Hải Dương Province,17551
Hậu Giang Province,1237
Khánh Hòa Province,12167
Kiên Giang Province,6746
Kon Tum Province,2720
Lai Châu Province,1254
Long An Province,6200
Lào Cai Province,4445
Lâm Đồng Province,7795
Lạng Sơn Province,5541
Nam Định Province,16134
Nghệ An Province,21481
Ninh Bình Province,8767
Ninh Thuận Province,2865
Phú Thọ Province,13489
Phú Yên Province,4417
Quảng Bình Province,3934
Quảng Nam Province,7466
Quảng Ngãi Province,5083
Quảng Ninh Province,12012
Quảng Trị Province,5473
Sóc Trăng Province,3373
Sơn La Province,5740
Thanh Hóa Province,25472
Thái Bình Province,15171
Thái Nguyên Province,12472
Thừa Thiên–Huế Province,7514
Tiền Giang Province,11574
Trà Vinh Province,2682
Tuyên Quang Province,6852
Tây Ninh Province,6199
Vĩnh Long Province,4146
Vĩnh Phúc Province,14281
Yên Bái Province,5387
Điện Biên Province,2826
Đắk Lắk Province,60163
Đắk Nông Province,2610
Đồng Nai Province,19120
Đồng Tháp Province,3703
