Location name,Amount spent (NZD)
Auckland Region,7765
Bay of Plenty Region,1137
Canterbury,2640
Cook Islands,≤100
Gisborne District,152
Hawke's Bay,1632
Manawatu-Wanganui,1214
Marlborough Region,145
Nelson Province,314
Northland Region,592
Otago,662
Southland,300
Taranaki,615
Tasman District,181
Unknown,≤100
Waikato,2433
Wellington Region,3079
West Coast,≤100
