Location name,Amount spent (MYR)
Johor,823
Kedah,420
Kelantan,281
Kuala Lumpur,1119
Labuan,≤100
Malacca,266
Negeri Sembilan,351
Pahang,372
Penang,301
Perak,489
Perlis,≤100
Putrajaya,≤100
Sabah,499
Sarawak,286
Selangor,2198
Terengganu,354
Unknown,≤100
