Page ID,Page name,Disclaimer,Amount spent (AOA),Number of ads in Library
102988331717955,Partido Humanista de Angola,Partido Humanista de Angola,3183,1
176104589110851,IEEE,These ads ran without a disclaimer,1284,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,176,2
102407559822494,Training Centre in Communication (TCC Africa),These ads ran without a disclaimer,≤100,1
450326391674911,Allianz,These ads ran without a disclaimer,≤100,1
220898724599599,Ação da Cidadania,These ads ran without a disclaimer,≤100,1
100142840161003,Billy Gene Is A.I. & XR Marketing,These ads ran without a disclaimer,≤100,1
110522962130844,Carlos García,These ads ran without a disclaimer,≤100,1
108532617697029,Bazin Balla Moussa et frère,These ads ran without a disclaimer,≤100,1
109353154135430,E.N. Publishing,These ads ran without a disclaimer,≤100,1
