Location name,Amount spent (NOK)
Akershus,2509
Aust-Agder,443
Buskerud,1185
Finnmark,371
Hedmark,735
Hordaland,2107
Møre og Romsdal,1872
Nord-Trøndelag,503
Nordland,1070
Oppland,766
Oslo,4699
Rogaland,2323
Sogn og Fjordane,407
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,1392
Telemark,630
Troms,819
Unknown,≤100
Vest-Agder,1127
Vestfold,933
Østfold,1189
