Location name,Amount spent (NZD)
Auckland Region,3165
Bay of Plenty Region,737
Canterbury,1362
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,440
Manawatu-Wanganui,547
Marlborough Region,≤100
Nelson Province,207
Niue,≤100
Northland Region,310
Otago,401
Southland,209
Taranaki,245
Tasman District,103
Unknown,≤100
Waikato,978
Wellington Region,1003
West Coast,≤100
