Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
75884689790,Colectivo de Abogados,Colectivo de Abogados,2403931,4
251292808253299,Canadian College,Canadian College,765100,21
619776134722439,Secretaría Distrital de Salud,Secretaría Distrital de Salud,509485,11
310454127055,Politécnico Grancolombiano,Sergio Fernando Gallo Suarez,484278,4
105860962029722,medellinvuelveabrillar,Medellín Vuelve a Brillar,434655,12
101871502791636,Carlos Acosta Juliao Oficial,Toro Digital,378728,4
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,349730,2
131753023639902,Alfaro Aldemar,Aldemar Alfaro Rivero,271528,3
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,262861,7
503621983303342,Oscar Mauricio Toro,Oscar Mauricio Toro Valencia,206358,6
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,204616,3
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,202577,13
101071764864119,Dulce Veneno,Dulce Veneno,198585,2
108576731393581,Juliana Enciso,Claudia Juliana Enciso Montes,180770,6
102323442309818,Phimmoi - Review Phim,These ads ran without a disclaimer,152451,1
108158921672438,Llener Borja,Alvaro Jose Gomez Ramirez,144097,11
370267297019304,Marco Hincapié,Marco Emilio Hincapie Ramirez,142671,6
378875935830196,Portal La Voz,Portal La Voz,136877,2
387621548286709,Gustavo Gallego,Gustavo Adolfo Gallego Aristizabal,135706,3
835710939898329,Paulina Aguinaga,Paulina Aguinaga,106482,11
1379933302305788,Colegio Gimnasio Americano,Colegio Gimnasio Americano,103932,3
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,97524,1
460297427472944,Corporación  Educativa Politécnico La Salle,Corporación Educativa Politécnico La Salle,96175,1
132840983520233,Gobernación del Atlántico,Gobernación del Atlántico,89559,1
1147318942107929,Todos Somos Una,DEBRAIN LLC,88467,3
107204794960194,Instituto Técnico La Salle,Instituto Técnico La Salle,85139,11
102676629272823,Germán Hernández,German Hernandez Vera,80857,3
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,76466,8
101672785855145,Irina Salas,Irina Salas,76194,5
110673818587137,Eicman Murillo,Jamundí para Todos,74359,2
1622001728047397,Harman Alcalde,Harman Alcalde,72575,10
138634813014016,"Alvaro Múnera, grupo de amigos del Diputado Animalista","Alvaro Múnera, grupo de amigos del Diputado Animalista",72061,4
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,71646,5
1774173176200315,Notidespeguecucuta,Notidespeguecucuta,68587,4
1953017374955460,Nelson Barrera Roa,Nelson Barrera Roa,61882,2
105578134695113,Andree Uribe Montoya,Cleidy Andrea Montoya Parra,60000,5
