Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
120370174702378,Magyarország Kormánya,Magyarország Kormánya,302823,1
543788999005363,ORIGO,Mediaworks Hungary Zrt.,182922,20
191461774219575,hirado.hu,hirado.hu,120972,29
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,116503,13
248172631940,Mandiner,Mediaworks Hungary Zrt.,113419,18
1534911313439123,Ripost,Ripost,112791,9
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,107051,9
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,100131,13
594088897289853,Alapjogokért Központ,Alapjogokért Központ,89759,14
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,82726,10
118999471127652,Kammerer Zoltán,Kammerer Zoltán,63191,93
101281762616506,Magyar Katolikus Egyház,Magyar Katolikus Püspöki Konferencia Titkársága,61977,2
203389926415069,Magyar Honvédség,Magyar Honvédség,60484,5
178362315106,European Parliament,European Parliament,58104,4
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,52812,10
264517713636590,PestiSracok.hu,PestiSrácok.hu,42602,7
992066384198880,Tóth Edina,Tóth Edina,36179,1
451844608304228,Metropol,Metropol,32246,5
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,31749,12
76748198685,Budapest Pride,Budapest Pride,27848,12
193944440638410,Karácsony Gergely,Budapest Főváros Önkormányzat,27296,3
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,23564,4
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,23460,4
107898832590939,European Commission,European Commission,22706,4
100401808007704,EzaLényeg.hu,EzaLényeg.hu,20894,44
167604093409160,Promenad24,Dél-alföldi Média Centrum Kft.,20732,1
791195177725997,V-Akták,V-Akták,20722,18
405035972853835,OMV Filling Stations,OMV Hungária Kft.,20260,3
215365671881695,Lounge Group,Lounge Group,19998,1
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,19408,2
1418381101823292,Szivárványcsaládokért Alapítvány,Szivárványcsaládokért Alapítvány,18994,10
294815374340858,Donáth Anna,Donáth Anna - Momentum,18693,1
215138878595900,Európai Bizottság Magyarországi Képviselete,Európai Bizottság Magyarországi Képviselete,17495,12
204564332928305,National Geographic Magazin Magyarország,These ads ran without a disclaimer,16829,1
131283758531,HVG,HVG Kiadó ZRt.,16347,18
100905288315705,Jelen hetilap,Liberty Press Kft.,15636,8
270300439972751,Szemlélek,Szemlélek Alapítvány,15488,1
109444347287972,Cassandra Program,CASSEE Klímaadaptációs Zrt.,15250,6
100299381703981,Ps TV,PestiSrácok.hu,15199,2
132593883577930,Dr. Keresztes László Lóránt,LMP - Magyarország Zöld Pártja,15159,3
106920862700810,JCC Budapest - Bálint Ház,Bálint Zsidó Közösségi Ház Alapítvány,14444,4
113684438795574,Párbeszéd - Zöldek,Párbeszéd Magyarországért,14377,8
92932085233,TASZ,TASZ,12976,2
187301974635606,Gyurcsány Ferenc,Demokratikus Koalíció,12520,7
136387873164491,Csárdi Antal,LMP - Magyarország Zöld Pártja,12495,2
109734398272339,Dr. Mészáros Lajos,Dr. Mészáros Lajos,11801,2
618962048554434,Havasi Gábor,Momentum Mozgalom,11610,3
105666454157523,Szikra Mozgalom,Szikra Mozgalom,11567,3
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,10622,4
108321735570338,Védd A Tényeket,Zachor Alapítvány,10458,12
100467642324899,Realista,Az Év Irodája,10266,3
142684465906231,Üdvhadsereg Salvation Army Hungary,Üdvhadsereg Szabadegyház Magyarország,10214,9
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,10114,4
221761091331222,Danube Institute,Danube Institute,10097,12
1624742971133297,Sanofi Magyarország,Sanofi-Aventis Magyarország Kereskedelmi és Szolgáltató Zrt.,10037,7
