Location name,Amount spent (BRL)
Acre (state),631
Alagoas,2323
Amapá,491
Amazonas,4374
Bahia,9216
Ceará,7122
Espírito Santo,4481
Federal District,3411
Goiás,7476
Maranhão,4061
Mato Grosso,3626
Mato Grosso do Sul,3102
Minas Gerais,22908
Paraná,12524
Paraíba,3296
Pará,5541
Pernambuco,9413
Piauí,2294
Rio Grande do Norte,3233
Rio Grande do Sul,16352
Rio de Janeiro (state),22454
Rondônia,1737
Roraima,594
Santa Catarina,9613
Sergipe,1544
São Paulo (state),47500
Tocantins,1041
Unknown,≤100
