Location name,Amount spent (BRL)
Acre (state),703
Alagoas,2220
Amapá,815
Amazonas,4166
Bahia,8900
Ceará,8049
Espírito Santo,4956
Federal District,3272
Goiás,5005
Maranhão,5971
Mato Grosso,3276
Mato Grosso do Sul,2624
Minas Gerais,15365
Paraná,10642
Paraíba,3181
Pará,7455
Pernambuco,6804
Piauí,2314
Rio Grande do Norte,3013
Rio Grande do Sul,16298
Rio de Janeiro (state),19921
Rondônia,1458
Roraima,823
Santa Catarina,8587
Sergipe,1677
São Paulo (state),43279
Tocantins,1148
Unknown,≤100
