Location name,Amount spent (ZAR)
Eastern Cape,1004
Free State,661
Gauteng,4317
KwaZulu-Natal,1718
Limpopo,509
Mpumalanga,520
North West,1253
Northern Cape,229
Unknown,≤100
Western Cape,8716
