Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,77746,55
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,52257,40
102389958091735,Generál Pavel,Petr Pavel,21473,26
206273352289,ADRA CZ,"ADRA, o.p.s.",17085,30
214827221987263,Andrej Babiš,ANO,16839,2
312181048799130,Skupina ČEZ,"ČEZ, a.s.",16207,2
102845669064210,Danuše Nerudová,Danuše Nerudová,8851,27
178362315106,European Parliament,European Parliament,8498,4
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",8271,87
109882498582200,Osvoboďme Česko,Budovy21 s.r.o.,7238,2
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,6526,15
210778132327279,Prima,FTV Prima s.ro.,6223,1
120461304659141,O2 CZ,O2 Czech republic,4627,5
102403989060169,Pomáháme Ukrajině,DFMG,4509,6
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,3860,20
1469427909957890,Reportér magazín,Reportér magazín,2657,10
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",2596,5
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,2552,16
453792238396240,VOGUE CS,Vogue CS,2319,12
106008800769282,KHNP,Bistro Social s.r.o.,2247,1
574107592700484,Ministerstvo průmyslu a obchodu,Ministerstvo průmyslu a obchodu,2059,1
117823623864,Transparency International ČR,Transparency International ČR,2050,12
1432139953751418,Josef Středula,Josef Středula,1930,2
287724754662359,HateFree Culture,HateFree Culture,1929,6
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,1875,6
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,1591,10
103059308644099,Replastuj.cz,Replastuj.cz,1520,1
1956144064659620,BlueTV,Aliance pro budoucnost,1516,1
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,1480,12
153384318085064,EUROPEUM Institute for European Policy,EUROPEUM Institute for European Policy,1443,4
605137899592157,STIHL,"Andreas STIHL, spol. s r. o.",1431,3
236211929833146,Tomáš Zima,Společnost ZFP s.r.o.,1362,30
197010357446014,Ondřej Prokop,Ondrej Prokop,1243,5
484488185462817,mujRozhlas,Český rozhlas,1222,4
578342809023884,Jsme fér,Prague Pride,1202,3
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,1072,2
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita Česká republika,1024,7
203656526961481,Klub Pátečníků - patecnici.cz,Klub Pátečníků s.r.o.,1020,8
