Location name,Amount spent (ZAR)
Eastern Cape,1367
Free State,1108
Gauteng,6651
KwaZulu-Natal,2100
Limpopo,830
Mpumalanga,941
North West,843
Northern Cape,378
Unknown,≤100
Western Cape,13152
