Location name,Amount spent (USD)
Alabama,5180
Alaska,1158
American Samoa,≤100
Arizona,11354
Arkansas,3103
California,43899
Colorado,6407
Connecticut,4377
Delaware,1083
Florida,29557
Georgia,13619
Guam,≤100
Hawaii,1877
Idaho,4682
Illinois,17652
Indiana,9867
Iowa,5115
Kansas,3753
Kentucky,5120
Louisiana,9259
Maine,1981
Maryland,11959
Massachusetts,14154
Michigan,19048
Minnesota,7614
Mississippi,3159
Missouri,11727
Montana,1331
Nebraska,2178
Nevada,3538
New Hampshire,2079
New Jersey,10888
New Mexico,2240
New York,29278
North Carolina,12754
North Dakota,1112
Ohio,15773
Oklahoma,6013
Oregon,5885
Pennsylvania,16753
Puerto Rico,≤100
Rhode Island,1499
South Carolina,6308
South Dakota,884
Tennessee,8284
Texas,42680
Unknown,≤100
Utah,4082
Vermont,874
Virgin Islands (U.S.),≤100
Virginia,20597
Washington,10668
"Washington, District of Columbia",13217
West Virginia,3240
Wisconsin,10761
Wyoming,655
