Page ID,Page name,Disclaimer,Amount spent (BBD),Number of ads in Library
149837659056604,FIFA Follies,These ads ran without a disclaimer,≤100,1
609735492376083,Boiling with Bias,These ads ran without a disclaimer,≤100,1
