Location name,Amount spent (CZK)
Central Bohemian Region,19170
Hradec Králové Region,8432
Karlovy Vary Region,4363
Liberec Region,7145
Moravian-Silesian Region,17745
Olomouc Region,9552
Pardubice Region,7827
Plzeň Region,9383
Prague,35268
South Bohemian Region,9904
South Moravian Region,21930
Unknown,≤100
Vysočina Region,7256
Zlín Region,9013
Ústí nad Labem Region,13464
