Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
177072498997234,NSW Electoral Commission,NSW Electoral Commission,8139,68
119246428679,NSW Labor,NSW Labor,5911,162
682268945137255,Chris Minns,Chris Minns MP,5762,48
44701328033,NSW Liberal Party,"Liberal Party of Australia, NSW Division",5649,57
532962446729390,Australian Families,Department of Social Services,4468,49
24495551981,The Greens NSW,The Greens NSW,3255,218
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,3226,165
213476079972,Essential Workers Deserve Better,Mark Morey,3157,113
104389532222332,Solutions,Solutions for Australia,2706,135
129209787133659,NSW Nurses and Midwives' Association,NSW Nurses and Midwives' Association,2672,31
8422338499,The Wilderness Society,The Wilderness Society,2649,138
879712192044319,Animal Justice Party NSW,Animal Justice Party NSW,2616,33
192946087555045,Insurance Council of Australia,Insurance Council Australia,2318,2
280130718768016,Public Service Association of NSW,Public Service Association of NSW,2016,17
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,1911,39
307341981788,Australian Labor Party,Australian Labor Party,1835,2
350996037887,Beyond Zero Emissions,Beyond Zero Emissions,1689,64
106572145637277,Helen Conway for North Shore,Helen Conway,1543,13
101589645013040,Thrive by Five,Thrive By Five,1532,15
10113538711,WWF-Australia,WWF-Australia,1362,6
1776727752614025,Glencore,Glencore Australia,1078,10
447447719391089,Health Care Providers Association,Health Care Providers Association,1044,8
234642499897373,Fire Brigade Employees' Union - FBEU,Fire Brigade Employees Union,966,6
492074414587353,Judith Hannan - Independent for Wollondilly & The Southern Highlands,Judith Hannan,959,30
1407148622837316,Empowered Communities,Empowered Communities,955,17
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,955,13
328641501156991,United Workers Union,United Workers Union,936,2
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,929,6
105931422364976,Jacqui Scruby,Jacqui Scruby,917,23
494820897261439,Bank Australia,Bank Australia,877,33
105228161893855,Climate 200,Climate 200,861,89
92824008332,Plan International Australia,Plan International Australia,837,27
101013236196328,Victoria Davidson for Lane Cove,Victoria Davidson,804,8
76212817063,CARE Australia,CARE Australia,774,6
101934832754638,Joeline Hackman,Joeline Pty Ltd,724,9
1066991789983610,Australian Services Union NSW & ACT,Australian Services Union NSW & ACT,677,21
109456968666300,Michael Regan - Independent Candidate for Wakehurst,Michael Regan,669,14
102735262506370,Amanda Findley for South Coast,The Greens NSW,630,59
182564410468,Australia for UNHCR,Australia for UNHCR,627,118
2216458428672346,Wendy Lindsay MP East Hills,"Liberal Party of Australia, NSW Division",584,3
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,534,11
101063326158536,Kellie Sloane - Liberal Candidate for Vaucluse,"Liberal Party of Australia, NSW Division",527,5
115906901777839,Stuart Ayres,"Liberal Party of Australia, NSW Division",520,5
113189828261610,Therese Fedeli - Liberal Candidate for Leppington,"Liberal Party of Australia, NSW Division",487,4
206887666516310,Jordan Lane - For Ryde,"Liberal Party of Australia, NSW Division",485,4
171208803080734,Simon Birmingham,Simon Birmingham,481,6
478876985509503,Anthony Roberts,"Liberal Party of Australia, NSW Division",480,3
106680295615142,Mohit Kumar - Liberal Candidate for Riverstone,"Liberal Party of Australia, NSW Division",472,4
110735624830301,Tim James MP,"Liberal Party of Australia, NSW Division",467,4
101046786173722,Tina Ayyad - Liberal Candidate for Holsworthy,"Liberal Party of Australia, NSW Division",445,4
307339209323908,Dan Tehan MP,Dan Tehan MP,444,3
117372024582591,Katie Mullens - Liberal Candidate for Parramatta,"Liberal Party of Australia, NSW Division",430,3
120462224723459,NSW Nationals,National Party of Australia - NSW,415,2
101199832839225,Nathan Bracken - Liberal Candidate for The Entrance,"Liberal Party of Australia, NSW Division",403,3
112616948322135,Luke Sikora - Liberal Candidate for South Coast,"Liberal Party of Australia, NSW Division",401,3
2080670615483977,Verve Super,Verve Super,399,4
156271657717715,Nature NSW,Nature Conservation Council of NSW,393,82
149648047339,Save the Children Australia,Save the Children Australia,391,34
109786965350208,Samantha Talakola - Liberal Candidate for Londonderry,"Liberal Party of Australia, NSW Division",389,3
555628917805267,Janelle Saffin - Member for Lismore,NSW Labor,388,5
159487260807787,Tindo Solar,Tindo Solar,382,2
1414406035466037,Jeremy Rockliff,Jeremy Rockliff,381,13
105030398377778,Renew CQ - Australian Conservation Foundation,Australian Conservation Foundation,380,1
145262132264710,Angus Taylor MP,Angus Taylor MP,378,6
102311152687373,Michael Pilbrow - Labor for Goulburn,Michael Pilbrow - Labor for Goulburn,371,11
1606513883009154,Kerrynne Liddle - Liberal Senator for SA,Kerrynne Liddle - Liberal Senator for SA,341,4
110456094190032,Changing Aged Care,HSU National,341,15
704470226349883,Liza Butler Labor for South Coast,NSW Labor,337,30
131283790924928,Stephanie Di Pasqua,"Liberal Party of Australia, NSW Division",331,4
852683904851466,Lyndal Howison - Labor,NSW Labor,320,23
823788047675556,Call of War,These ads ran without a disclaimer,317,2
211584542832860,Nathaniel Smith MP,"Liberal Party of Australia, NSW Division",315,2
845410525497100,Launch Housing,Launch Housing,305,27
105140971475089,Chuffed.org - Australia,Chuffed.org,299,1
107611885491813,Russell Fitzpatrick - Liberal Candidate for Bega,"Liberal Party of Australia, NSW Division",296,3
54879226285,Teach For Australia,Teach For Australia,294,37
362805317148988,Keith Pitt,Keith Pitt,292,1
2383045228374491,CPAC Australia,Conservative Political Action Network Ltd,278,21
361491373921077,Solar Citizens,100% Renewable Community Campaign Public Fund,274,18
102123539486514,Roshena Campbell,Liberal Party of Australia,273,5
114356285318973,Lee Evans MP,"Liberal Party of Australia, NSW Division",263,4
205327792883589,Stuart Robert MP,Stuart Robert MP,259,4
453750595056,Cancer Council NSW,Cancer Council NSW,252,42
694832627392516,Prime Super,Prime Super,252,128
107660382142164,Polipedia.com.au,polipedia.com.au,249,18
462692827200652,Mark Taylor MP,"Liberal Party of Australia, NSW Division",243,1
107939487783753,Garth Hamilton MP,Garth Hamilton MP,242,4
262934517220161,Public Education Party,Public Education Party,237,5
101915752794492,Julia Little - Labor for Drummoyne,Julia Little - Labor for Drummoyne,236,108
231341250224498,Australian Ethical Investment,Australian Ethical Investment,234,23
115924194728414,Toby Williams - Liberal Candidate for Wakehurst,"Liberal Party of Australia, NSW Division",228,2
104262915494958,Elizabeth Farrelly Independents,Elizabeth Margaret Farrelly,226,9
172094012830551,Australian Paralympic Team,Paralympics Australia,225,15
297644110687978,Matt Kean MP,Matt Kean MP,220,3
760144500853551,Rory Amon - Putting Pittwater First,Rory Amon,216,10
1324582714254684,James Griffin MP,"Liberal Party of Australia, NSW Division",213,2
108132532190868,Ciara Denham - Greens for Tweed,The Greens NSW,212,16
100356216050100,Family First Party Australia,Family First Party Australia Ltd,211,10
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),208,12
710266392358023,Future Super,Future Super,206,5
580463748688717,Jenny Leong,The Greens NSW,205,7
157812980921536,Environmental Defenders Office,Environmental Defenders Office,204,28
495140254155485,Philipa Veitch Greens,The Greens NSW,202,14
136441724510,Humane Society International Australia,Humane Society International Australia,194,42
112605921750320,Greens for Swansea,The Greens NSW,192,11
1859929650911877,Felicity Wilson MP,"Liberal Party of Australia, NSW Division",190,2
105084998845350,BPH Energy,BPH ENERGY LTD,186,71
103452182690505,Steve Whan - Labor for Monaro,NSW Labor,185,1
1391345791086871,Jason Yat-sen Li MP,JASON YAT-SEN LI,184,116
504855933190931,Time for Change - Change Aged Care,United Workers Union,184,46
125812604095801,Invasive Species Council,Invasive Species Council,179,103
511733382217797,Central Coast Greens,The Greens NSW,177,35
332509390785960,Angie Bell MP,Angie Bell MP,175,2
105539159106064,Thelma Ghayyem - Greens Candidate for Kellyville,The Greens NSW,173,3
148322645565800,Andrew Wallace - LNP Federal Member for Fisher,Andrew Wallace MP,172,1
116290644687688,Tina Kordrostami - Greens Candidate for Castle Hill,The Greens NSW,169,4
272757739102,Engineers Australia,Engineers Australia,167,8
121559765177981,Senator Slade Brockman,Senator Slade Brockman,167,7
106088771057612,Haystacks Solar Garden,Haystacks Solar Garden,163,4
113589141564582,Matt Cross - Liberal Candidate for Davidson,"Liberal Party of Australia, NSW Division",162,2
12173141558,Amanda Rishworth MP,Amanda Rishworth MP,157,2
519600288380581,METRONET,METRONET,155,95
233539463360143,Mining & Energy Union,CFMEU Mining & Energy,154,4
115380794803316,Greens for Charlestown,The Greens NSW,152,10
104180525925926,Fair Australia,Advance Australia,152,2
352953834815624,Jason Wood MP,Jason Wood MP,148,1
523586527672529,Annastacia Palaszczuk MP,Annastacia Palaszczuk MP,147,6
103476279348792,Oxley Labor - Greg Vigors,Bellingen Shire Labor,147,1
1538132593142893,Alister Henskens MP,"Liberal Party of Australia, NSW Division",147,3
111415081786525,Mark Hodges - Liberal Candidate for Castle Hill,"Liberal Party of Australia, NSW Division",146,1
149005528479543,Mark Coure MP,"Liberal Party of Australia, NSW Division",146,1
102853866083314,Craig Chung - Liberal Candidate for Kogarah,"Liberal Party of Australia, NSW Division",146,1
102046078466165,Godfrey Santer - Labor for North Shore,Godfrey Santer - Labor for North Shore,145,4
207984645959183,Shooters Fishers and Farmers Party,Shooters Fishers and Farmers Party,144,3
105348385388237,Senator Babet,Ralph E D Babet,144,5
204751982883846,Senator Michaelia Cash,Senator Michaelia Cash,143,1
502649159770974,Tim Watts MP,Tim Watts MP,141,2
103809454552495,Philippa Scott - Labor for Balmain,NSW Labor,141,1
1300759363397798,Terry Young MP,Terry Young MP,141,4
2035354493371654,Craig Elliot - Labor for Tweed,Craig Phillip Elliot,139,2
11775531229,The Chaser,The Chaser,138,7
279645455502809,Ross Vasta MP,Ross Vasta MP,138,2
10852627380,World Animal Protection Australia,World Animal Protection Australia,136,3
387283804637628,Queensland Environment,Department of Environment and Science,129,1
316480331783930,Australian Unions,Australian Unions,129,9
157481181070130,Indigenous Employment Australia,Access,129,74
117378787941514,Leslie Tungatalum- CLP Candidate for Arafura,Country Liberal Party,127,3
103217184488035,Kobi Shetty - Greens candidate for Balmain,The Greens NSW,127,14
108988681832210,Karen Freyer,Karen Freyer for Vaucluse,124,4
161854162881,Greenfleet,Greenfleet,123,14
258785314219353,Newcastle Greens,Greens NSW,123,10
211183335675632,Asthma Australia,Asthma Australia,123,2
241084866088631,Adam Guise – Greens for Lismore,The Greens NSW,119,13
100117159603206,Ash Ambihaipahar - Labor Candidate for Oatley,NSW Labor,115,12
104383639112989,Izabella Antoniou - Greens for Summer Hill,The Greens NSW,115,9
102432805837895,Ethan Hrnjak for Wakehurst,The Greens NSW,113,9
107588471909467,Senator Ross Cadell - NSW Nationals,Senator Ross Cadell,113,2
483748412000212,Nathan Hagarty - Labor for Leppington,NSW Labor,109,3
100162559396,The Australia Institute,The Australia Institute,105,1
146533948886081,Melissa Price MP,Melissa Price MP,105,1
173168582700205,SBS中文,SBS Mandarin中文普通话,104,14
256684855281573,James Stevens MP,James Stevens MP,104,2
655944151127130,SBS Cantonese 廣東話節目,Special Broadcasting Service,104,17
105800418744649,Keith McMullen - Labor for Port Macquarie,Keith Mcmullen,103,4
316398288467492,Shooters Union of Australia,Shooters Union of Australia,103,1
107361628129889,Dave Layzell,National Party of Australia - NSW,102,3
214469265345571,Coffs Harbour Greens,The Greens NSW,102,10
114084921485983,Sarah Griffin for Willoughby - NSW Labor 2023,Sarah Griffin for Willoughby - NSW Labor 2023,≤100,6
948595148496917,Andrew Hastie,Andrew Hastie,≤100,2
13561467463,Liberal Party of Australia,Liberal Party of Australia,≤100,2
801533023293160,Binary,Gender Awareness Australia,≤100,10
141987795846694,Business SA,Business SA,≤100,3
1397441627186065,Leslie Williams,"Liberal Party of Australia, NSW Division",≤100,1
200504676749108,Alex Greenwich,Alex Greenwich,≤100,3
111577958275695,Better BeCause,Better BeCause,≤100,12
102453932266472,Aaron Violi MP,Aaron Violi MP,≤100,12
1660905180833979,Parliament of Victoria,Parliament of Victoria,≤100,4
669006439864067,NT Electoral Commission,Northern Territory Electoral Commission,≤100,4
101929529433523,Dominic King - Greens for Oxley,The Greens NSW,≤100,7
121201504755819,Animal Justice Party AJP Victoria,Animal Justice Party,≤100,51
172774889455415,Catholic Mission,Catholic Mission,≤100,2
104781205533795,Kay Nankervis - Greens for Bathurst,The Greens NSW,≤100,8
111213417884042,David Mallard - Greens for Orange,The Greens NSW,≤100,8
102240142452859,Taylor Vandijk 4 Oatley,The Greens NSW,≤100,12
130945483595803,Real Estate Institute of New South Wales [REINSW],Real Estate Institute of New South Wales [REINSW],≤100,8
275866669090583,South Australian Liberal Party,South Australian Liberals,≤100,2
329777267205680,ACT Government,ACT Government,≤100,3
124831200924508,Queensland Positive People - QPP,Queensland Positive People,≤100,6
104560861613812,Llynda Nairn Greens,Greens NSW,≤100,5
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,1
117241141903,Barnardos Australia,Barnardos Australia,≤100,1
108935754924115,Fusion Party Australia,Owen Francis Miller,≤100,5
13527056454,GetUp!,GetUp!,≤100,5
111079565164631,Homes Tasmania,Homes Tasmania,≤100,5
1681773282086640,Warren Grzic,Warren James Grzic,≤100,7
291905734197987,Country Liberal Party,Country Liberal Party (NT),≤100,1
1950512498581281,Alicia Payne MP,Alicia Payne MP,≤100,2
134712696593275,Dan Andrews,Daniel Andrews MP,≤100,3
280996218747910,Tim Richardson,Tim Richardson,≤100,8
108866168681070,Richie Williamson for Clarence,National Party of Australia - NSW,≤100,1
100385049145414,Allegra Spender,Allegra Spender,≤100,3
160228027463818,Ged Kearney,Ged Kearney,≤100,1
108978511585076,Rafaela Pandolfini Greens,The Greens NSW,≤100,8
105291988004593,Michael Stephens for Watson,Michael Stephens for Watson,≤100,1
1462997860655811,Australian National Imams Council,These ads ran without a disclaimer,≤100,1
110106958316248,Andrew Charlton MP,Andrew Charlton - Labor for Parramatta,≤100,11
107227308410680,Nichole Overall MP,National Party of Australia - NSW,≤100,1
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,≤100,4
110273881896538,Michael Kemp - Candidate for Oxley,National Party of Australia - NSW,≤100,1
103285175895410,Tanya Thompson for Myall Lakes,National Party of Australia - NSW,≤100,1
110488488538726,Cooper Riach - Greens for Heathcote,The Greens NSW,≤100,8
103267361369269,Peta Betts for Murray,National Party of Australia - NSW,≤100,1
603065026487790,Greens for Davidson,The Greens NSW,≤100,8
655173787829512,National Zakat Foundation Australia,NATIONAL ZAKAT FOUNDATION INCORPORATED,≤100,273
612891635442310,Greens for Lake Macquarie,The Greens NSW,≤100,9
191037507605241,North East Forest Alliance NEFA,North East Forest Alliance,≤100,3
497245760618375,Donna Davis - Labor for Parramatta,NSW Labor,≤100,9
107394595550754,Kit Docker - Greens for Keira,The Greens NSW,≤100,10
660749927644690,Tony Lonergan Greens for Upper Hunter,The Greens NSW,≤100,9
1546780822053809,Peter Strong - Greens for Rockdale,The Greens NSW,≤100,11
567814099965388,Don Brown MP,Don Brown,≤100,3
102888255324078,Tania Salitra - The Greens,The Greens NSW,≤100,6
103809454552495,Philippa Scott - Labor for Balmain,Balmain Labor Campaign,≤100,2
276061352415442,The Australian Institute of Architects,The Australian Institute of Architects,≤100,2
139174417547253,The Week on Wednesday,Benjamin John Davison,≤100,10
104484451176385,Steve Martin MLC,Steven John Martin,≤100,3
1629804487243574,Ryan Brooke - Greens for Tamworth,The Greens NSW,≤100,8
482081005648951,Ethan Hrnjak for Wakehurst,The Greens NSW,≤100,11
708298282615442,Ted O'Brien MP - Federal Member for Fairfax,Ted O'Brien MP,≤100,2
114026344933272,Tracy Yuen - Greens for Kogarah,The Greens NSW,≤100,10
409073242479531,Mornington Peninsula Shire,Mornington Peninsula Shire,≤100,5
270122843457319,"Jamie Dixon, Greens",The Greens NSW,≤100,9
192720571652271,Refinery29 Australia,Pedestrian Group,≤100,1
106095765725809,Gregory John Olsen - Greens Candidate for Goulburn,The Greens NSW,≤100,4
114109261528258,Julia Ham - Liberal Candidate for Wagga Wagga,"Liberal Party of Australia, NSW Division",≤100,1
1483396328456198,Acciona.Australia,ACCIONA Australia,≤100,4
457658091048476,Labor for Brisbane,Labor for Brisbane,≤100,3
198830586850988,Sussan Ley MP,Sussan Ley,≤100,4
395201170875812,Colin Boyce MP,Colin Boyce MP,≤100,6
150698155004187,Senator Louise Pratt,Senator Louise Pratt,≤100,3
159755107407902,The Growth Faculty,The Growth Faculty,≤100,1
351576668768221,Dr Sarina Kilham,Sarina Kilham Independent,≤100,2
273767159580,Physical Disability Council of NSW,Physical Disability Council of NSW,≤100,3
1490457217880377,John Pesutto,Liberal Party of Australia (Victorian Division),≤100,2
104419985146228,Ekō Australia,SumOfUs Australia,≤100,2
104236232512383,David Hetherington - Labor for Newtown,David Hetherington - Labor for Newtown,≤100,2
1501550403427903,Senator Anthony Chisholm,Senator Anthony Chisholm,≤100,4
165242077409311,Australian Automobile Association,Australian Automobile Association,≤100,4
174666115898903,Jerome Laxale MP,Jerome Laxale,≤100,5
394260874105911,Jenna Condie for Blue Mountains,The Greens NSW,≤100,11
127045912874975,Dr Michelle Ananda-Rajah MP,Dr Michelle Ananda-Rajah MP,≤100,5
112239124719864,Gen united,Gen United,≤100,9
453244114733532,Tim Crakanthorp MP,Tim Crakanthorp MP,≤100,2
802981656440514,CCHR Australia,CCHR Australia,≤100,1
196586557019555,CPA Australia,CPA Australia,≤100,2
524194724587681,Maitland Greens,The Greens NSW,≤100,2
196080530960204,Sarah Connolly MP,Sarah Connolly MP,≤100,2
187211817986379,Central West Greens,The Greens NSW,≤100,5
794267677320519,Port Macquarie Hastings Greens,The Greens NSW,≤100,7
109787395367977,Joshua Fairhall - Independent Candidate for Oxley,Sir Joshua Stephen Fairhall,≤100,4
244639282927426,Senator Gerard Rennick,Senator Gerard Rennick,≤100,1
104910384328602,Binge,Streamotion Pty Ltd,≤100,3
119931654696956,Victorian Greens,Victorian Greens,≤100,2
538365739704825,"Cath Blakey, Greens",Greens NSW,≤100,8
200215236775887,"Elizabeth O'Hara, Greens Northern Tablelands",The Greens NSW,≤100,8
419632568108398,Australian Citizens Party,Australian Citizens Party,≤100,3
106550752330855,Ben Hammond - Greens for Parramatta,The Greens NSW,≤100,2
103495645350146,Peta Pinson for Port Macquarie,National Party of Australia - NSW,≤100,2
107988174183620,Jailing is Failing,Justice Reform Initiative,≤100,1
44295826958,Australian Marine Conservation Society,Australian Marine Conservation Society,≤100,1
336074670274838,Heliograf,Heliograf Pty Limited,≤100,1
104234157625422,The Centre For Public Integrity,Centre For Public Integrity,≤100,6
1443949422533019,Queensland Parents for Secular State Schools,Alison Claire Courtice,≤100,1
200504676749108,Alex Greenwich,Team Clover,≤100,9
100968549256133,Eli Davern - Greens,The Greens NSW,≤100,5
103209569346219,Jason Webster - Greens for Wollondilly,The Greens NSW,≤100,8
452304702183178,Australia China Watch,Australia China Watch (ATFP),≤100,1
100314522404427,Andrew Willcox MP,Liberal National Party of Queensland,≤100,1
357535045080889,Eleanor Spence- Greens for Myall Lakes,The Greens NSW,≤100,1
107728591594744,Sam Rae,Sam Rae,≤100,1
372842266568995,Kat Theophanous MP,Kat Theophanous MP,≤100,2
1521058734648850,Sally Quinnell - A Strong Local Voice,NSW Labor,≤100,1
104761518868109,Bradley Schott - Greens for Canterbury,The Greens NSW,≤100,8
108227788808666,Steve Ryan for Lake Mac,Steve Ryan,≤100,3
100295829634528,Lee Howe - 1 Homes First,Vote1homesfirst,≤100,1
419033534956623,We Are Union - Women,Victorian Trades Hall Council,≤100,2
101436399527477,Greens for Wahroonga,The Greens NSW,≤100,6
