Location name,Amount spent (MYR)
Johor,4175
Kedah,1853
Kelantan,1585
Kuala Lumpur,2290
Labuan,168
Malacca,1142
Negeri Sembilan,1688
Pahang,1631
Penang,1377
Perak,7038
Perlis,411
Putrajaya,≤100
Sabah,1220
Sarawak,1727
Selangor,3075
Terengganu,1157
Unknown,≤100
