Location name,Amount spent (EUR)
Baden-Württemberg,5078
Bayern,6154
Berlin,3273
Brandenburg,920
Bremen,398
Hamburg,1370
Hessen,3317
Mecklenburg-Vorpommern,682
Niedersachsen,3767
Nordrhein-Westfalen,12389
Rheinland-Pfalz,2041
Saarland,550
Sachsen,1705
Saxony-Anhalt,746
Schleswig-Holstein,1312
Thüringen,764
Unknown,≤100
