Page ID,Page name,Disclaimer,Amount spent (NZD),Number of ads in Library
337477311451,New Zealand Labour Party,NZ Parliamentary Service on behalf of New Zealand Labour Party,2432,20
92043134118,ACT,the Parliamentary Service on behalf of ACT New Zealand,1693,21
183355881680015,New Zealand National Party,New Zealand National Party,1405,234
689146908145006,Free Speech Union,Free Speech Union,1216,18
116362033529,Amnesty International Aotearoa New Zealand,Amnesty International Aotearoa New Zealand,1143,54
103881760966661,Gen Less,Energy Efficiency & Conservation Authority,838,6
110613705109260,Independent Electoral Review - He Arotake Pōtitanga Motuhake,Independent Electoral Review,794,4
173912362663564,Electoral Commission NZ,Electoral Commission NZ,789,9
11870725774,Greenpeace Aotearoa,Greenpeace NZ,769,8
106194579030381,Doctors Without Borders / Médecins Sans Frontières NZ,Doctors Without Borders / Médecins Sans Frontières NZ,720,31
104174354363267,Christopher Luxon,New Zealand National Party,446,16
37547788323,UNICEF Aotearoa,UNICEF Aotearoa,428,4
120703687692577,Mining Means Progress,Straterra Limited,339,22
100272638114473,Tim Costley for Ōtaki,Ōtaki National Party,317,9
424806334290059,New Zealand Taxpayers' Union,New Zealand Taxpayers' Union,294,8
10779081371,Green Party of Aotearoa New Zealand,The NZ Parliamentary Service on behalf of the Green Party,270,1
684508498380306,Trees That Count,Trees That Count,246,32
1966234280281774,Brooke van Velden MP,ACT,220,5
341865911020,ASB Bank,ASB Bank Ltd,215,2
175954932952,WWF New Zealand,WWF New Zealand,198,2
1281262645251755,Hobson's Pledge,Hobson's Pledge,197,6
102887312771425,Greg Fleming,Greg Fleming for Maungakiekie,181,38
376006035816016,Storyworth,These ads ran without a disclaimer,122,8
19648092895,Tearfund New Zealand,Tearfund New Zealand,116,14
123375421154267,Duncan Webb Labour MP for Christchurch Central,NZ Parliamentary Service on behalf of Duncan Webb MP,114,2
110444822368666,Ōtara-Papatoetoe Local Board,Auckland Council,101,2
121956660842544,Grant McCallum,New Zealand National Party (Northland Electorate),≤100,10
104319172596371,Blair Cameron for Nelson,Blair Cameron,≤100,6
