Location name,Amount spent (ARS)
Buenos Aires,2452975
Catamarca,69145
Chaco,60589
Chubut,411957
Ciudad Autónoma de Buenos Aires,337077
Corrientes,49830
Córdoba,9265534
Entre Rios,242534
Formosa,165930
Jujuy,139803
La Pampa,67343
La Rioja,21123
Mendoza,61890
Misiones,23705
Neuquén,28911
Río Negro,30691
Salta,56061
San Juan,283767
San Luis,38353
Santa Cruz,19820
Santa Fe,3900957
Santiago del Estero,17202
Tierra del Fuego,16656
Tucuman,43316
Unknown,≤100
