Location name,Amount spent (ZAR)
Eastern Cape,890
Free State,737
Gauteng,3452
KwaZulu-Natal,1713
Limpopo,884
Mpumalanga,659
North West,467
Northern Cape,244
Unknown,≤100
Western Cape,2040
