Location name,Amount spent (USD)
Alabama,9151
Alaska,2082
American Samoa,≤100
Arizona,27731
Arkansas,5824
California,107242
Colorado,17639
Connecticut,8580
Delaware,3258
Florida,63876
Georgia,25921
Guam,≤100
Hawaii,2920
Idaho,4092
Illinois,35264
Indiana,13787
Iowa,7013
Kansas,6199
Kentucky,9228
Louisiana,16770
Maine,7066
Maryland,29363
Massachusetts,16864
Michigan,31031
Minnesota,18765
Mississippi,6597
Missouri,12710
Montana,7015
Nebraska,4091
Nevada,15068
New Hampshire,4460
New Jersey,31207
New Mexico,5465
New York,64688
North Carolina,30174
North Dakota,1261
Northern Mariana Islands,≤100
Ohio,35116
Oklahoma,9491
Oregon,11576
Pennsylvania,49561
Puerto Rico,≤100
Rhode Island,2926
South Carolina,12286
South Dakota,1710
Tennessee,16033
Texas,92313
Unknown,113
Utah,6933
Vermont,1530
Virgin Islands (U.S.),≤100
Virginia,31685
Washington,19192
"Washington, District of Columbia",12561
West Virginia,8305
Wisconsin,25759
Wyoming,1241
