Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
532962446729390,Australian Families,Department of Social Services,3963,49
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,3816,261
299753643444311,AEC,Australian Electoral Commission,2870,22
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,2662,26
494820897261439,Bank Australia,Bank Australia,2349,44
514475628623089,Our Watch,Our Watch,2025,2
291704124236419,WorkSafe Victoria,WorkSafe Victoria,1982,107
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,1959,28
117241141903,Barnardos Australia,Barnardos Australia,1684,33
101589645013040,Thrive by Five,Thrive By Five,1577,23
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,1298,15
104180525925926,Fair Australia,Advance Australia,1239,11
161983380481806,Heart Foundation,These ads ran without a disclaimer,1218,4
1776727752614025,Glencore,Glencore Australia,1202,12
89794331215,Oxfam,Oxfam Australia,1178,88
376006035816016,Storyworth,These ads ran without a disclaimer,1168,8
845410525497100,Launch Housing,Launch Housing,1143,59
160054227468,World Vision Australia,World Vision Australia,1133,17
108695110952294,Greens MPs,Greens MPs,1078,8
182564410468,Australia for UNHCR,Australia for UNHCR,1069,47
200480966638039,Supremacy 1914,These ads ran without a disclaimer,951,3
666041500505740,IBAC Victoria's Independent Broad-based Anti-corruption Commission,IBAC,881,2
195538532456,UNICEF Australia,UNICEF Australia,871,23
184543928960,National Party of Australia,National Party of Australia,690,13
351313714891862,Australian Good Meat,Meat & Livestock Australia,678,5
10113538711,WWF-Australia,WWF-Australia,550,6
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,540,22
21591025194,The University of Melbourne,The University of Melbourne,504,7
134712696593275,Dan Andrews,Daniel Andrews MP,486,5
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,460,4
102292348146435,The Uluru Statement from the Heart,"Indigenous Law Centre, UNSW",441,2
102329728050606,Yes23,Yes23,435,5
537762462924537,Anthony Albanese,Anthony Albanese,430,10
552968198133394,Peter Dutton,Peter Dutton MP,399,2
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),295,9
709617325724631,Jess Pugh MP for Mount Ommaney,Jess Pugh MP,287,1
109540078293238,Affordable Medicines Now,The Pharmacy Guild of Australia,282,3
206540052690401,Jean Hailes for Women's Health,Jean Hailes for Women's Health,278,9
125812604095801,Invasive Species Council,Invasive Species Council,276,108
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,270,3
105187691260140,"Pharmacy Guild of Australia, QLD","Pharmacy Guild of Australia, QLD",255,40
290190314438,The West Australian,The West Australian,252,7
54879226285,Teach For Australia,Teach For Australia,251,27
10852627380,World Animal Protection Australia,World Animal Protection Australia,250,11
110456094190032,Changing Aged Care,HSU National,249,11
127045912874975,Dr Michelle Ananda-Rajah MP,Dr Michelle Ananda-Rajah MP,247,13
694832627392516,Prime Super,Prime Super,241,111
1310881435665242,Bridget Vallence MP,Bridget Vallence MP,235,3
279645455502809,Ross Vasta MP,Ross Vasta MP,235,3
105140971475089,Chuffed.org - Australia,Chuffed.org,234,1
149648047339,Save the Children Australia,Save the Children Australia,224,9
8422338499,The Wilderness Society,The Wilderness Society,223,42
1766598643576242,Place Score,PLACESCORE,222,41
106791108597531,Future of Local Government Review - Tasmanian Government,Department of Premier and Cabinet,222,2
107939487783753,Garth Hamilton MP,Garth Hamilton MP,214,12
