Location name,Amount spent (NOK)
Akershus,5364
Aust-Agder,901
Buskerud,2301
Finnmark,974
Hedmark,1474
Hordaland,4462
Møre og Romsdal,1911
Nord-Trøndelag,1284
Nordland,1807
Oppland,1507
Oslo,10292
Rogaland,3393
Sogn og Fjordane,781
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,4867
Telemark,1540
Troms,2168
Unknown,≤100
Vest-Agder,2427
Vestfold,1759
Østfold,3415
