Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
23383061178,Prabowo Subianto,indonesia Adil makmur,21979449,12
101350709331663,Golkar 2024,Yayasan Golkar Institut SPKP,20681709,159
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,6347282,55
106397652451725,Barisan Biru Langit,Barisan Biru Langit,5578115,37
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,3928518,15
108132042285089,Erwin Aksa,Yayasan Golkar Institute,2567224,110
102793242742002,Jaksapedia,JAKSAPEDIA,2446935,34
103115509465525,Achmad Fauzi Wongsojudo SH. MH.,Cak Fauzi JATIM,2123651,12
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,2083226,55
101228692503239,Opini Publik,Opini Publik,2066602,9
111864151754055,Esensi TV,Esensi Tv,1775774,34
104830667806476,Melihat Indonesia,Melihat Indonesia,1655940,70
112121101796090,Opini 2024,Opini 2024,1304480,36
102626198026698,Rika Sudjiman,Ganjar Nusantara Indonesia,1258294,34
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,1167040,19
102141366190224,Saiful Halim,KBS,1129489,5
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,1118631,9
197545083607941,Harian Kompas,Harian Kompas,878463,27
106690092440342,Pemilu KIT,PEMILU KIT,874587,21
105523409172833,Kicauan Garuda,Kicauan Garuda,814909,16
164909433966316,Suara Anies,Suara Anies,730868,2
790156511331117,Tempo CekFakta,TEMPO MEDIA GROUP,624775,2
1004727719661767,Rian Ernest,Yayasan Golkar Institute,514673,11
107600565668590,Munafri Arifuddin,Yayasan Golkar Institute,510396,11
110419528729730,Golkar Makassar,Yayasan Golkar Institute,500498,16
110294151987732,Head Politika,Head Politika,488349,1
349963858704476,Komit Digital,Komit Digital,465309,68
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,453563,6
103581752405141,Sobar Harahap,Sobar Harahap,406916,36
101838571565856,Warung Bu Ida Buyut,These ads ran without a disclaimer,404465,1
1047814245293663,Bapenda Jabar,Bapenda Jabar,387190,11
292939164731691,Relawan Herviano,Relawan Herviano,351676,32
112570091503539,GP Papua,Ganjar Nusantara Indonesia,344999,12
102735702350673,Publikberhaktau,Publikberhaktau,335760,6
110799152010497,Prabowo Lanjutkan Kepemimpinan,Prabowo Lanjutkan Kepemimpinan,322123,12
518967181468305,PKS Sumut,PKS Sumut,280761,2
39253583478,PDI Perjuangan,PDI Perjuangan,272321,28
101679818973699,Sahabat Ganjar Pranowo,Sahabat Ganjar Pranowo,270569,20
106918395489616,Golkar Institute SPKP,Yayasan Golkar Institut SPKP,227634,4
110865154735990,Koran Harian Tanah Air,Koran Harian Tanah Air,227522,19
105984728799517,Sulsel Dukung Ganjar,Ganjar Nusantara Indonesia,227262,6
104161768809633,Dompet Yatim Dan Dhuafa,Dompet Yatim Dan Dhuafa,222747,2
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,220489,24
101648362613609,GP Sulawesi Tengah,Ganjar Nusantara Indonesia,218879,6
107611851968705,Sumsel Dukung Ganjar,Ganjar Nusantara Indonesia,214562,6
225743208016201,Grace Anastasia PSI,Partai Solidaritas Indonesia,207300,1
111003051988471,Raendi Rayendra,Raendi Rayendra,206585,2
100382756075812,GP Kalimantan Timur,Ganjar Nusantara Indonesia,201462,6
101061776109725,Jefri Haris Pratama,Jefri Haris Pratama,199623,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,190126,1
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso","Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",178141,5
101866128977837,Belajar Pemilu,Belajar Pemilu,173619,4
104899195891472,Berita Ganjar Pranowo,Berita Ganjar Pranowo,172117,50
111805655036485,Humas DPRD Pati,Humas DPRD Pati,168448,4
106894958316644,Relawan sintawati,Relawan sintawati,168093,10
101203454841155,Kota Kite,Kota Kite,158581,2
572779142753263,Freeport Indonesia,Freeport Indonesia,158201,3
101760624522103,DPP Banteng Muda Indonesia,DPP Banteng Muda Indonesia,145622,15
110750361762052,Pikiran Rakyat,Pikiran Rakyat,138775,18
367381239359,Abah Qomar - Nurul Qomar,Abah Qomar - Nurul Qomar,130894,5
101218402657205,GP Aceh,Ganjar Nusantara Indonesia,123852,3
102273039070802,Info Terkini,Info Terkini,122126,9
100159712647702,Fakta Anies Baswedan,Fakta Anies Baswedan,120580,4
106767125434048,Rumah GP Sumatra Barat,Ganjar Nusantara Indonesia,120287,3
1716437738583378,Banten Dukung Ganjar,Ganjar Nusantara Indonesia,119628,3
107019302070970,GP Kepulauan Riau,Ganjar Nusantara Indonesia,118060,3
118310007922514,Jakarta Untuk Ganjar,Ganjar Nusantara Indonesia,116892,3
1854187061497992,Jogja Dukung Ganjar,Ganjar Nusantara Indonesia,116421,3
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,115942,5
110195338413992,GP Kalimantan Tengah,Ganjar Nusantara Indonesia,111348,3
111090608323091,GP Kalimantan Selatan,Ganjar Nusantara Indonesia,109960,3
292356614809409,Relawan Asandra salsabila,Relawan Asandra salsabila,109085,11
112121504882485,GP Bali,Ganjar Nusantara Indonesia,108506,3
101220845990276,GP Bengkulu,Ganjar Nusantara Indonesia,108480,3
108033718631640,GP Kalimantan Barat,Ganjar Nusantara Indonesia,108347,3
101383579268587,Sumut Dukung Ganjar,Ganjar Nusantara Indonesia,107142,3
107957085656522,Jambi Untuk Ganjar,Ganjar Nusantara Indonesia,106153,3
147555216186069,Christina Aryani,Christina Aryani Foundation,105553,2
108511588277325,Galeria Konveksi,Galeria Konveksi,103502,1
102418629201622,GP Nusa Tenggara Timur,Ganjar Nusantara Indonesia,103448,3
114105438017003,GP Nusa Tenggara Barat,Ganjar Nusantara Indonesia,102362,3
101367882644316,GP Gorontalo,Ganjar Nusantara Indonesia,102224,3
102708602466860,Riau Dukung Ganjar,Ganjar Nusantara Indonesia,101856,3
114012201650176,Fakta Terselubung,Fakta Terselubung,100827,25
103411659195911,JIMAT,JIMAT,99649,4
104052735675516,Sulut Dukung Ganjar,Ganjar Nusantara Indonesia,99457,3
1494458037342324,Prabowo Menyapa,Prabowo Menyapa,98499,4
1033193516732257,Jabar Dukung Ganjar,Ganjar Nusantara Indonesia,98471,3
103110502426027,Jatim Dukung Ganjar,Ganjar Nusantara Indonesia,97136,3
106499898747570,Lampung Dukung Ganjar,Ganjar Nusantara Indonesia,96582,3
100248349384577,Jateng Dukung Ganjar,Ganjar Nusantara Indonesia,94228,3
127232094369851,Sayed Abubakar A. Assegaf - Fanspage,Sayed Abubakar A. Assegaf - Fanspage,93378,8
110547131467051,Ikfina Fahmawati,Ikfina Fahmawati,89516,6
102981496004696,Sedulur Nafa Urbach,Sedulur Nafa Urbach,89321,9
104427162506872,Fakta Anies,Fakta Anies,76245,32
102299436092558,tamangbae.official,tamangbae.official,75615,2
