Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
103432662353884,Chuntli Express - ચૂંટલી એક્સપ્રેસ,ChuntliExpress.com,1139758,149
187668288312583,Otrivin,Haleon India,292777,18
103704155350118,Gates Foundation India,The Bill & Melinda Gates Foundation,180234,6
101423475985650,A Babuchak - એ બબુચક,A Babuchak,177292,92
110116401723193,Narendra Bhupendra - નરેન્દ્ર ભૂપેન્દ્ર,gujarat2022.com,162408,82
54779960819,United Nations,United Nations with Facebook Ad Credits,161396,11
294493857651676,Rahul Gandhi,Indian National Congress,135647,35
347337386104390,Rama Chandra Yadav,B Ramachandra,105305,13
108859771892572,Ek dhoko Kejriwalne - એક ધોકો કેજરીવાલને,Paltu Express,64584,40
238044912896496,HISTORY,Nitesh Singh,60290,1
2078242259060363,Kukufm,These ads ran without a disclaimer,45596,1
138927162813391,Dailyhunt,Verse Innovation Pvt. Ltd.,43737,56
105671775473178,Jan Suraaj,Jan Suraaj,43212,59
278423842321236,BJP Rajasthan,BJP Rajasthan,42856,48
107395897271506,Kutumb,Swatantra Verma,27922,44
168694379812269,Astroyogi,These ads ran without a disclaimer,26061,1
21169267101,Give,Give,25886,15
2078242259060363,Kukufm,Mohana Saha,22679,91
109354741887336,Udhay Anna - உதய் அண்ணா,Politicode,20593,50
720442908158091,Kamlesh Patel,Kamleshkumar Patel,17663,13
108896145203983,AAP na Paap,AAP NA PAAP,16392,13
30290552843,Greenpeace India,Greenpeace India Society,15558,89
677570115978570,Paltu Aadmi Party,paltuaadmiparty.com,14792,11
107063362232533,I Support Rita Patel,Kuldip Manubhai Patel,12834,26
1384169104959232,Sardarbhai Chaudhari - BJP,Sardarbhai S Chaudhary,12751,15
369780283211302,Dr. Sudhakar K,Dr. K Sudhakar,12361,2
104211439033799,Jagane Kavali,Jagane Kavali,11956,34
171795872872353,ISPI - Istituto per gli studi di politica internazionale,These ads ran without a disclaimer,10300,2
1569852659799372,Nishant Anand,Nishant Anand,10003,25
106239365651585,અલ્પેશ સૌના છે,Nikhil Aggarwal,9241,22
875420125855408,Dhanraj Vispute,Siddigital,9209,3
109888271582555,Be The Change For TB,Johnson & Johnson India Private Limited,8635,7
109707661884154,Indian Compass,theindiancompass.com,8611,69
109986065209042,Mera Apna Rahul,Mera Apna Rahul,8264,50
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,8134,22
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,8090,32
790531207964014,ZEE5 Telugu,These ads ran without a disclaimer,7957,26
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,7309,34
106353715613486,श्री वल्लभ विहार,Aashish Patel,6713,22
102377305543409,AITC Meghalaya,Indian Political Action Committee,6703,23
132480390432415,Jindal Stainless Solutions,Chariot Media,6415,1
1631595667106434,Priya Krishna,Priya Krishna,6386,1
103361142488384,Babasaheb Bhimrao Ambedkar - બાબાસાહેબ ભીમરાવ આંબેડકર,Gujju Buzz,6114,6
247464806179953,S M Nasar,S N Asim Raja,5730,2
113541631336757,Conman Conrad,Conman Conrad,5703,15
165714096933078,Piyush Goyal,Piyush Goyal,5362,2
103782051383159,School of Politics,School of Politics,5318,38
1614689125343644,SILAII,SILAII,5217,3
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,5127,16
298451310555,Volvo Car India,These ads ran without a disclaimer,5108,1
20386543316,WWF-India,Mukesh Nauhwar,5063,1
170844986298918,Mint,These ads ran without a disclaimer,4818,11
730549017154063,Mahesh Patel-Congress,Maheshkumar Amrutlal Patel,4703,24
1433075113609108,Rakhee Rathore,Mukesh Kumar Yadav,4495,6
108366798238330,Haryana Affordable Housing Scheme,Arpit Mittal,4090,2
109539031974653,Swarupji Thakor,Savaroopji Sardarji Thakor,4089,2
100809341881822,Manish Brahmbhatt,Janmat trust,4013,2
179172048837067,Paul Rosolie,These ads ran without a disclaimer,3990,1
100197149491611,Bolly media,These ads ran without a disclaimer,3961,1
111780648236391,సాలు దొర సెలవు దొర,selavudora.com,3815,66
248492308506194,Schneider Electric,These ads ran without a disclaimer,3751,2
