Location name,Amount spent (BRL)
Acre (state),399
Alagoas,1206
Amapá,364
Amazonas,5460
Bahia,6334
Ceará,5853
Espírito Santo,1537
Federal District,2196
Goiás,3338
Maranhão,4210
Mato Grosso,1672
Mato Grosso do Sul,1652
Minas Gerais,18169
Paraná,9111
Paraíba,1461
Pará,3139
Pernambuco,4964
Piauí,1358
Rio Grande do Norte,1774
Rio Grande do Sul,9456
Rio de Janeiro (state),16588
Rondônia,749
Roraima,303
Santa Catarina,3623
Sergipe,1850
São Paulo (state),32741
Tocantins,922
Unknown,≤100
