Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,1366271,3
619776134722439,Secretaría Distrital de Salud,Secretaría distrital de Salud,962363,41
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,902760,20
105860962029722,Felipe Vélez,Medellín Vuelve a Brillar,683045,13
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,624348,15
100119084876379,Lida Escobar,Lida Beatriz Escobar Leal,551390,29
110379310806430,Somos Medellín,Mujeres Colombia,448093,49
251292808253299,Canadian College,Canadian College,392309,16
162949777243451,Andrés Julián,Andrés Julián Rendon,299796,3
108233262091178,David Islem R,David Islem R,296564,2
454396071316750,Mauricio Salazar,Mauricio Salazar Pelaez,285194,3
105437204540183,Miyerlandi Torres A,Miyerlandi Torres A,281052,17
132840983520233,Gobernación del Atlántico,Gobernación del Atlántico,271798,2
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,260877,2
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,244662,54
418155555015037,Germán Escobar Cundinamarca,German Mauricio Escobar,220469,4
101871502791636,Carlos Acosta Juliao Oficial,Carlos Acosta Juliao Oficial,208808,5
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,191841,3
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,173945,20
104279312601359,Sumamos,Sumamos,172482,3
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,170173,13
170459019785694,Secretaría de las Mujeres de Antioquia,Secretaría de las Mujeres de Antioquia,165273,9
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,157873,1
264104919248,Alcaldía Distrital de Barranquilla,Alcaldía Distrital de Barranquilla,153137,4
104468561432859,Alexander Castro,Alexander Castro,136923,6
107096255516225,Juan Pablo Cano P,Juan Pablo Cano Pulgarin,133054,6
734195543347719,Javier Julio Bejarano,Javier Julio Bejarano,132246,2
1561180414017967,Juan Manuel Cortés,Juan Cortés,124383,1
114317847146525,Alvaro Arias Velez,Alvaro Arias Velez,120738,6
103848281985172,Mauricio Londoño,Mauricio Londoño,101278,3
108576731393581,Juliana Enciso,Claudia Juliana Enciso Montes,91269,4
103754197881668,Esteban Restrepo,Fredy Esteban Restrepo Taborda,91025,1
100232346317619,David Enrique Arango Quintana,David Enrique Arango Quintana,84163,6
605236949886245,Ferney Silva Idrobo,Ferney Silva Idrobo,81812,1
111941068044093,Juanita Cataño Muñoz,Juana Eloisa Cataño Muñoz,79913,1
391099551688976,Manuel Correa,Manuel Correa,79049,8
1622001728047397,Harman Alcalde,Harman Alcalde,77761,10
184284351706738,Lotería de Bogotá,Lotería de Bogotá,76204,1
131753023639902,Aldemar Alfaro,Aldemar Alfaro Rivero,75913,1
832764363485573,Roberto Rodríguez Z.,Oscar Alexander Garcia Lopez,66415,1
1379933302305788,Colegio Gimnasio Americano,Colegio Gimnasio Americano,66246,2
108158921672438,Llener Borja,Alvaro Jose Gomez Ramirez,63694,6
2341225942579432,Edwin Marín Concejal,Edwin Fabian Marin Marin,63113,1
104969865721375,Profes.movimientociudadano,John Bazurto,61173,8
100240736764836,Alcaldía de Palmira,Alcaldia de Palmira,60998,1
201014753267112,Andrés Fernando Mesa Valencia,Andres Fernando Mesa Valencia,55240,3
201504926957834,Luis M. Carvajalino,Luis Manuel Carvajalino Quin,52199,1
2081012991953059,Juan Diego Muñoz Cabrera,Juan Diego Muñoz Representante,52130,4
116430736811606,Ever Villegas,Ever Antonio Villegas Morante,48918,8
398583357661790,Papo Amín,Papo Amín,47977,4
53177129367,Dilian Francisca Toro Torres,Dilian Francisca Toro,46820,4
1147318942107929,Todos Somos Una,DEBRAIN LLC,44549,2
915743661945208,Alejandro Eder,Alejandro Eder,44301,16
100745279605352,nuevasideas.co,Nelson Alexis  Ballesteros,43467,2
1538503439800792,Symplifica,Symplifica,41694,1
835710939898329,Paulina Aguinaga,Paulina Aguinaga,41479,3
286568181368830,Jhon Eddison Ortega Diputado,Jhon Eddison Ortega Diputado,40556,6
851680034864966,Proantioquia,FUNDACION PARA EL DESARROLLO DE ANTIOQUIA. ANTIOQUIA POR COLOMBIA,40050,1
100304338642614,Toro Digital 1972,Toro Digital 1972,39687,2
987563698019371,Duván Murillo Diputado,Duvan Murillo,38747,3
121612715215617,Manuel Hernández,Manuel Hernández,38613,107
110673818587137,Eicman Murillo,Jamundí para Todos,38359,2
1052668304757955,Eduard Sarmiento Hidalgo,Eduard Sarmiento Hidalgo,37962,6
350160788433059,Proclama Cauca y Valle,Proclama Cauca y Valle,37325,4
1090369011038138,Jaime Duque G,Jaime Duque G,37174,106
114778278552099,Octavio Cardona León,Octavio Cardona León,37099,2
1137324852947717,Sandra Hernández,These ads ran without a disclaimer,35806,1
635341746594602,Carolina Giraldo Botero,Carolina Giraldo Botero,35236,3
318643975584117,Natalia Caviedes - Alcaldesa de Palermo,Sandra Merchán,33903,2
108598258831895,Oriente Vivo,Mateo Escobar Vera,33903,7
409975382947239,Noizz,These ads ran without a disclaimer,33903,1
812165288875574,Jaime Pumarejo,Toro Digital 1972,33055,1
664142747350164,Tatiana López Saldarriaga,Tatiana López Saldarriaga,32545,191
906104439492802,Daniel Duque Velásquez.,Daniel Duque Velásquez.,31838,3
581095835894514,Noticentro 1 CM&,Noticentro 1 CM&,31813,8
115299981431383,Cesar Chapal,Cesar Wilinton Chapal Quenama,31593,2
257401965136834,Carlos Marroquín,Carlos Andres Marroquin Luna,31160,1
102383079246422,Paulo Gómez,Paulo Gómez,30939,1
838927469815494,Diana Diago,Diana Marcela Diago,30591,4
345288946007447,Juan Diego Patiño,Juan Diego Patiño,30538,1
105459022029789,Luis Gregorio Moreno Mosquera,Luis Gregorio Moreno Mosquera,30252,1
316256535073131,Gobernación de Antioquia,Gobernación de Antioquia,29958,1
1431824383809561,Camilo Torres,Ivonne Mariana Torres Prada,29631,1
1273292796093918,Nicolás Toro Muñoz,Nicolás Toro Muñoz,29124,3
164499104298953,Terry Hurtado,Patricia Dosman Castillo,28871,1
1115184931884092,Albert Corredor,Albert Yordano Corredor Bustamante,28692,3
104542552452795,Shirley Charris,Shirley Charris,28382,3
108946084100541,Alcaldía Cartagena Del Chairá,Tuto Gonzalez,27167,2
101170393279528,Rodrigo Villalba Mosquera,Martha Diaz,26775,1
113234113483957,Mauricio Muñoz,Eduer Mauricio Muñoz Noguera,26344,1
509529099396147,Héctor Rangel,Héctor Rangel,26296,4
224116751044855,Fundación Carvajal,Fundación Carvajal,25615,1
105589235648992,Idolos,Digital Force,25608,5
101938938881246,Sergio Andrés López,Sergio Andrés López,25115,2
111136554742486,Karen Manrique,Durcom In SAS,24976,1
112505265094567,Mario Gutiérrez,Carlos Mario Gutiérrez Arrubla,24889,2
148553182705913,Claudia Andrade,Sebastian Giral Gomez,24641,2
103084375858203,Mi Campaña Aplicación,BJS inversiones,24217,4
305443930185737,Juan Pérez,Juan Pérez,23702,6
515010172233659,Alvaro Mantilla,Alvaro Mantilla,23324,2
101672785855145,Irina Salas,Irina Salas,23151,4
110678160534214,Magde Mogollón,Magde Mogollón,22169,2
108675595132967,Karol Martínez Silva,Karol Martinez Silva,21818,3
1823807254333065,Soy Más País,Soy Mas Pais,20786,7
110633531919902,El Empresario De Moda,Jhon Kenis Valle Delgado,20771,1
117697916615780,Julián López,Julián David López Tenorio,20573,2
765302097170348,Línea Cero,Linea Cero,20155,6
453611241495117,El Norte Hoy,Periódico El Norte Hoy SAS,20063,1
100704789601253,Diana Osorio Bernal,Diana Yaneth Osorio Bernal,19516,2
1119413181474050,El Avispero Mov,Movilizatorio,19324,1
221284304891306,Defensoría del Espacio Público Bogotá,Departamento Administrativo de la Defensoría del Espacio Público,18277,4
2539252096108676,Felipe Jimeno,Felipe Jimeno,18204,1
267198759973201,Bairon Enrique Muñoz Lizarazo,Bairon Enrique Muñoz Lizarazo,18086,3
133787883971402,Oscar Ramírez VAHOS,Oscar Ramirez Vahos,17611,1
