Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,657
Bicol Region,12426
Cagayan Valley,1660
Calabarzon,17277
Caraga,1187
Central Luzon,7669
Central Visayas,4348
Cordillera Administrative Region,1018
Davao Region,3373
Eastern Visayas,3087
Ilocos Region,3398
Metro Manila,39485
Mimaropa,1627
Northern Mindanao,2317
Soccsksargen,1865
Unknown,≤100
Western Visayas,5095
Zamboanga Peninsula,1545
