Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,10135,3
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Foreldrasamtök gegn áfengisauglýsingum,8609,2
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,4490,5
1518790851708164,Samtök fyrirtækja í sjávarútvegi,SFS - Samtök fyrirtækja í sjávarútvegi,1022,1
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,950,35
153308938439589,Sahara,SAHARA,496,1
117923164930140,Lifandi vísindi- Lifandi saga,Lifandi vísindi- Lifandi saga,161,1
154893001218870,ADHD samtökin,ADHD samtökin,158,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,101,14
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,1
104203365940799,Vy Oanh Authentic - Túi xách cao cấp uy tín,These ads ran without a disclaimer,≤100,1
317158175535179,BitLife,These ads ran without a disclaimer,≤100,1
