Page ID,Page name,Disclaimer,Amount spent (QAR),Number of ads in Library
1486050808304738,Ray White International -  Dubai,These ads ran without a disclaimer,≤100,6
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
101986938330715,China Economic Information Service -CEIS,These ads ran without a disclaimer,≤100,1
406174899481646,Ahl Masr Foundation - مؤسسة أهل مصر,These ads ran without a disclaimer,≤100,1
750731415621118,Remote Sensing MDPI,These ads ran without a disclaimer,≤100,2
571720146321662,دعاء حسن,These ads ran without a disclaimer,≤100,1
102081982708935,SSS3,These ads ran without a disclaimer,≤100,1
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,3
102483422606433,صداقة الحزام والطريق,These ads ran without a disclaimer,≤100,1
