Location name,Amount spent (USD)
Bulawayo,1002
Harare Province,≤100
Manicaland Province,≤100
Mashonaland Central Province,171
Mashonaland East Province,208
Mashonaland West Province,≤100
Masvingo Province,≤100
Matabeleland North Province,≤100
Matabeleland South Province,102
Midlands Province,≤100
