Location name,Amount spent (ARS)
Buenos Aires,4696788
Catamarca,67844
Chaco,81477
Chubut,298188
Ciudad Autónoma de Buenos Aires,336117
Corrientes,66660
Córdoba,1481486
Entre Rios,587002
Formosa,25349
Jujuy,48411
La Pampa,68926
La Rioja,37495
Mendoza,105501
Misiones,37924
Neuquén,58663
Río Negro,130052
Salta,54895
San Juan,2218814
San Luis,67119
Santa Cruz,79987
Santa Fe,6766743
Santiago del Estero,29350
Tierra del Fuego,21703
Tucuman,72186
Unknown,144
