Location name,Amount spent (USD)
Abkhazia,≤100
Adjara,290
Guria,≤100
Imereti,313
Kakheti,102
Kvemo Kartli,143
Mtskheta-Mtianeti,≤100
Racha-Lechkhumi and Kvemo Svaneti,≤100
Samegrelo-Zemo Svaneti,181
Samtskhe-Javakheti,≤100
Shida Kartli,135
Tbilisi,1590
Unknown,≤100
