Location name,Amount spent (BRL)
Acre (state),900
Alagoas,3051
Amapá,763
Amazonas,3893
Bahia,12579
Ceará,9923
Espírito Santo,9156
Federal District,4850
Goiás,7524
Maranhão,6504
Mato Grosso,4378
Mato Grosso do Sul,3478
Minas Gerais,21836
Paraná,13582
Paraíba,5684
Pará,10131
Pernambuco,11244
Piauí,3467
Rio Grande do Norte,4509
Rio Grande do Sul,12661
Rio de Janeiro (state),15395
Rondônia,2469
Roraima,654
Santa Catarina,11658
Sergipe,2307
São Paulo (state),45968
Tocantins,1453
Unknown,≤100
