Location name,Amount spent (CHF)
Aargau,487
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,403
Basel-Landschaft,160
Bern,713
Canton of Geneva,763
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,354
Fribourg,279
Graubünden,131
Jura,≤100
Luzern,1008
Neuchâtel,153
Schaffhausen,≤100
Schwyz,≤100
Solothurn,180
Thurgau,172
Ticino,232
Unknown,≤100
Uri,≤100
Valais,312
Vaud,679
Zug,≤100
Zürich,1484
