Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
643513979193133,Unidos por Beatriz,Neuma,27034,6
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,11246,3
265843867173714,La Revista,La Revista,4586,4
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,2368,2
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,1776,1
116150003163125,Fundación Pollitos de Hierro - Ayuda a niños con cáncer - Costa Rica,Fundación Pollitos de Hierro,1696,3
1817452751827814,Política Manuel Cordero,These ads ran without a disclaimer,265,1
316056528999754,Periodistas x el planeta,These ads ran without a disclaimer,≤100,10
306232446505213,Noches de Ciberseguridad,These ads ran without a disclaimer,≤100,1
102354289057608,Por la salud de ellas,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
310943025606302,World Cancer Day,These ads ran without a disclaimer,≤100,2
103990671764041,Fiona Allison,These ads ran without a disclaimer,≤100,1
1243388392422876,Oxfam en Centroamérica,These ads ran without a disclaimer,≤100,1
100369959484862,Journals From Doc - US,These ads ran without a disclaimer,≤100,1
347265340270,Architecture Competitions,These ads ran without a disclaimer,≤100,1
112165181474828,Doc Journals - IM - Magazin,These ads ran without a disclaimer,≤100,2
